missing_frac,seed,method,nrmse
0.35,1337,missforest,1.055758589750066
0.35,2024,knn_k10,1.0227872135440268
0.35,2024,knn_k5,1.0523489614979031
0.35,2024,softimpute,1.0012378069332937
0.35,2024,masked_nmf,1.0894429488454105
0.35,2024,missforest,1.0164756125905277
0.35,7,knn_k10,1.0434538956040034
0.35,7,knn_k5,1.0660601957874385
0.35,7,softimpute,1.0018382312533127
0.35,7,masked_nmf,1.065287186807319
0.35,7,missforest,1.0542261618992186
0.35,99,knn_k10,1.0204163441279288
0.35,99,knn_k5,1.0480036076071495
0.35,99,softimpute,1.0021617425288236
0.35,99,masked_nmf,1.0038304545030714
0.35,99,missforest,0.9712523697526628
0.35,555,knn_k10,1.072622140273192
0.35,555,knn_k5,1.050993845614702
0.35,555,softimpute,0.9850300194950404
0.35,555,masked_nmf,1.0615232432209671
0.35,555,missforest,0.999233059554242
0.35,31337,knn_k10,1.085174121001477
0.35,31337,knn_k5,1.1009300445797203
0.35,31337,softimpute,0.9957513084400454
0.35,31337,masked_nmf,1.0334919787042245
0.35,31337,missforest,0.975870825899346
0.4,123,knn_k10,1.1378295863196717
0.4,123,knn_k5,1.155668377138094
0.4,123,softimpute,1.01127243474743
0.4,123,masked_nmf,1.0612925150243662
0.4,123,missforest,1.0142615806604875
0.4,456,knn_k10,1.0722003839912146
0.4,456,knn_k5,1.1022348650377212
0.4,456,softimpute,0.9920900558464435
0.4,456,masked_nmf,1.0537232324846522
0.4,456,missforest,1.0506774740911644
0.4,789,knn_k10,1.0517330590042764
0.4,789,knn_k5,1.0791036791865352
0.4,789,softimpute,1.0021332508390173
0.4,789,masked_nmf,1.0115860677035355
0.4,789,missforest,0.9997990471658688
0.4,1024,knn_k10,1.1016523854471638
0.4,1024,knn_k5,1.1074930415073267
0.4,1024,softimpute,0.9886071418132971
0.4,1024,masked_nmf,1.0566868019946871
0.4,1024,missforest,1.0242744446979888
0.4,1337,knn_k10,1.118591407691619
0.4,1337,knn_k5,1.1502471620153751
0.4,1337,softimpute,1.02159752375319
0.4,1337,masked_nmf,1.1420235985649034
