method,clf_acc,clf_acc_std,clf_f1,clf_f1_std,rank_acc,rank_f1
mean,0.8766587893724047,0.002039100646405822,0.8362996305768252,0.003063756129444659,1.0,1.0
median,0.8747082285886496,0.001874773296590969,0.8321627322563199,0.0024153756782891844,2.0,2.0
pica,0.8722826998973208,0.002900238744905091,0.8299569365881702,0.003419044212789102,3.0,3.0
softimpute,0.8707169765023333,0.002040214181763383,0.8258496281547115,0.0028341878357728816,4.0,5.0
mice,0.8701399139206611,0.0018795004994097005,0.8262490758299285,0.0026675348807365497,5.0,4.0
iterativesvd,0.8681894437120665,0.0026022298383541033,0.8216537846738842,0.0031646889471701367,6.0,6.0
missforest,0.868150941034747,0.0027077035090155347,0.8212396697712366,0.0028079208399953096,7.0,7.0
knn_k10,0.8651223464565762,0.0023191918882159955,0.8126620992842947,0.0026312013628828406,8.0,8.0
masked_nmf,0.46588019705861283,0.004392977375016863,0.4050442230398593,0.003758912992099901,9.0,9.0
