method,cov_relerr,prec_relerr
mean,7.7511726393557305,0.8919856301239768
median,7.751832262439859,0.8920490120179754
knn_k10,7.821997117672745,0.8930637619809962
softimpute,7.754050020784422,0.8922455463745549
masked_nmf,0.779591506277006,2669.2195664659716
mice,7.823369466700077,0.8929284504886035
iterativesvd,7.757648392846501,0.8925717281274387
missforest,7.7915330711471675,0.893391086546833
pica,7.7591796544713825,0.8921905664437273
