mechanism,missing_frac,seed,method,nrmse,nrmse_refnorm
mar,0.2,99,softimpute,0.8336239437951406,0.8611892850385052
mar,0.2,555,knn_k10,0.7694924686362062,0.7051621387532709
mar,0.2,555,knn_k5,0.7698001235044878,0.7054440733709024
mar,0.2,555,softimpute,0.8433811707564219,0.8321351242923313
mar,0.2,31337,knn_k10,0.7687235161918913,0.7022857162653621
mar,0.2,31337,knn_k5,0.7871732155551326,0.6902954828929698
mar,0.2,31337,softimpute,0.8978076079038214,0.7565590508656526
mar,0.25,123,knn_k10,0.8643297465993953,0.856930726063886
mar,0.25,123,knn_k5,0.8729128636997702,0.8720625862195425
mar,0.25,123,softimpute,0.88025799941594,0.905960218582151
mar,0.25,456,knn_k10,0.8558378715491503,0.7293931563393486
mar,0.25,456,knn_k5,0.8776595969576795,0.7399388153952874
mar,0.25,456,softimpute,0.9004577417270321,0.8433152672097378
mar,0.25,789,knn_k10,0.8424136874044227,0.7744067090483705
mar,0.25,789,knn_k5,0.858809927509923,0.8041514160094554
mar,0.25,789,softimpute,0.9005570436748551,0.8435709783070089
mar,0.25,1024,knn_k10,0.8089064157534345,0.746943324492613
mar,0.25,1024,knn_k5,0.8201324008472961,0.8081134006834212
mar,0.25,1024,softimpute,0.8800598438109125,0.8645498610761151
mar,0.25,1337,knn_k10,0.83723491877834,0.8176497554529829
mar,0.25,1337,knn_k5,0.850306641341639,0.8391985350390192
mar,0.25,1337,softimpute,0.8803060783753967,0.8295866792137231
mar,0.25,2024,knn_k10,0.8795112135757317,0.7778137641651107
mar,0.25,2024,knn_k5,0.8946347574699671,0.7833741086545019
mar,0.25,2024,softimpute,0.862314370417209,0.7666255310526504
mar,0.25,7,knn_k10,0.8569545013296795,0.8522554397191626
mar,0.25,7,knn_k5,0.8685964112548195,0.8449187148721505
mar,0.25,7,softimpute,0.886419926803024,0.8969883339670647
mar,0.25,99,knn_k10,0.8299703936236302,0.8804262615453768
mar,0.25,99,knn_k5,0.859828138645025,0.8930943140525435
mar,0.25,99,softimpute,0.8858818610368072,0.920193666920328
mar,0.25,555,knn_k10,0.8364840304146176,0.7846113933775613
mar,0.25,555,knn_k5,0.810382809541852,0.802137777495449
mar,0.25,555,softimpute,0.8587487499849498,0.8225162648303135
mar,0.25,31337,knn_k10,0.8296793366768701,0.7477971206169093
mar,0.25,31337,knn_k5,0.8293141222188876,0.7528374947520161
mar,0.25,31337,softimpute,0.9048588292124908,0.8029397779424188
mar,0.3,123,knn_k10,0.919789544377519,0.8897719783146034
mar,0.3,123,knn_k5,0.9352347246456416,0.8965206501188078
mar,0.3,123,softimpute,0.8699527979346638,0.9092029420446373
mar,0.3,456,knn_k10,0.8965606928620681,0.828847325439898
mar,0.3,456,knn_k5,0.907757180442168,0.8848559738468522
mar,0.3,456,softimpute,0.8843612455745367,0.8485157519857747
mar,0.3,789,knn_k10,0.9165043824037205,0.8053478592428966
mar,0.3,789,knn_k5,0.9353797875417914,0.827534038006259
mar,0.3,789,softimpute,0.8927702505994002,0.8270674009797931
mar,0.3,1024,knn_k10,0.9008152633201106,0.8683970570582972
mar,0.3,1024,knn_k5,0.9206529095593012,0.8821530956716522
mar,0.3,1024,softimpute,0.9119329374721351,0.8849594338652367
mar,0.3,1337,knn_k10,0.89184029962514,0.9183907486192728
mar,0.3,1337,knn_k5,0.8966056107516616,0.9286781150656434
mar,0.3,1337,softimpute,0.8914000760925839,0.8727389215344993
mar,0.3,2024,knn_k10,0.919263498501613,0.7945459191119858
mar,0.3,2024,knn_k5,0.9123713202350714,0.8064082401122106
mar,0.3,2024,softimpute,0.8907284592723739,0.8606856658624629
mar,0.3,7,knn_k10,0.8974784983134112,0.957941710919261
mar,0.3,7,knn_k5,0.9145994812473006,0.9761284403597053
mar,0.3,7,softimpute,0.8868299567970047,0.9321212250648425
mar,0.3,99,knn_k10,0.9149799882025177,0.9448249263422951
mar,0.3,99,knn_k5,0.9261260904123472,0.9534956362163257
mar,0.3,99,softimpute,0.8920196681721319,0.8925926274167276
mar,0.3,555,knn_k10,0.8695263147201832,0.7900698920785886
mar,0.3,555,knn_k5,0.8935278939748356,0.8102704694665281
mar,0.3,555,softimpute,0.8858411671105383,0.8476793268112165
mar,0.3,31337,knn_k10,0.8769038086664971,0.7119544474216662
mar,0.3,31337,knn_k5,0.8976940304443592,0.7320075778603852
mar,0.3,31337,softimpute,0.9117319460692666,0.842261471347219
mar,0.35,123,knn_k10,0.9528037598054017,0.9741122274589917
mar,0.35,123,knn_k5,0.9685658925199301,1.0039825126360524
mar,0.35,123,softimpute,0.9192339050527694,0.9612824786932874
mar,0.35,456,knn_k10,0.9160603299027923,0.8887626773870483
mar,0.35,456,knn_k5,0.9525182259183917,0.9114957757726632
mar,0.35,456,softimpute,0.9264915588821965,0.9071933766144664
mar,0.35,789,knn_k10,0.9590376673154065,0.8854185963430673
mar,0.35,789,knn_k5,0.9680389590318869,0.9209199871273607
mar,0.35,789,softimpute,0.9141265178417274,0.8602450348601139
mar,0.35,1024,knn_k10,0.9309119375710363,0.8343632785636512
mar,0.35,1024,knn_k5,0.9448469984669073,0.872842820415541
mar,0.35,1024,softimpute,0.9632736438507359,0.940842622914134
mar,0.35,1337,knn_k10,0.9358518721049928,0.9216916511791332
mar,0.35,1337,knn_k5,0.9574489076367528,0.9461641635321679
mar,0.35,1337,softimpute,0.9288679310713681,0.9047129209988986
mar,0.35,2024,knn_k10,0.9454980794507525,0.9392396868969828
mar,0.35,2024,knn_k5,0.9523284334776672,0.951823910144974
mar,0.35,2024,softimpute,0.9151456043112773,0.8710343257715155
mar,0.35,7,knn_k10,0.9346653282699967,0.9978967357384834
mar,0.35,7,knn_k5,0.9477529988686025,1.009721928007892
mar,0.35,7,softimpute,0.9333289133646238,0.9699510661483125
mar,0.35,99,knn_k10,0.9578704272669054,0.959317205326417
mar,0.35,99,knn_k5,0.9821671238009879,0.9754563909908892
mar,0.35,99,softimpute,0.9152819210080944,0.9132731624899185
mar,0.35,555,knn_k10,0.9081927999022499,0.8629886373544152
mar,0.35,555,knn_k5,0.9369088274531796,0.8930326129691624
mar,0.35,555,softimpute,0.9333269945869798,0.8777386101291988
mar,0.35,31337,knn_k10,0.9176462475888111,0.8948378120253623
mar,0.35,31337,knn_k5,0.9324474068953235,0.9145467787872843
mar,0.35,31337,softimpute,0.9339196976967623,0.9175331836728747
mar,0.4,123,knn_k10,0.97234943132432,0.995204699235371
mar,0.4,123,knn_k5,0.9935708396985572,1.024011341529997
mar,0.4,123,softimpute,0.9228375567330405,0.952926630009805
mar,0.4,456,knn_k10,0.9750141792834797,0.9131750654760366
mar,0.4,456,knn_k5,0.9784673942927815,0.935963200903686
mar,0.4,456,softimpute,0.9480212387593494,0.9455113401428233
mar,0.4,789,knn_k10,1.005029770889497,1.049572215582401
mar,0.4,789,knn_k5,1.0212027361733718,1.0628283460193684
mar,0.4,789,softimpute,0.9343180036390275,0.9247539595939394
mar,0.4,1024,knn_k10,1.0037395691998536,0.9646125450806252
mar,0.4,1024,knn_k5,1.0223932747653608,0.9810009365745245
mar,0.4,1024,softimpute,0.9544366547602677,0.9639519166049818
mar,0.4,1337,knn_k10,0.9867556575451949,0.9642279629092597
mar,0.4,1337,knn_k5,1.0122094362904046,0.9975983875864696
mar,0.4,1337,softimpute,0.9368269202567308,0.9519176933798023
mar,0.4,2024,knn_k10,1.0132256589567281,1.0565946750508532
mar,0.4,2024,knn_k5,1.0288406253909441,1.085649410907935
mar,0.4,2024,softimpute,0.9497007212239035,0.9914917171013282
mar,0.4,7,knn_k10,0.9279358886073585,0.9572631957153038
mar,0.4,7,knn_k5,0.9345470027389915,0.9806036717844364
mar,0.4,7,softimpute,0.9223777259887671,0.987786436875345
mar,0.4,99,knn_k10,0.9754967251926971,0.9931075652539468
mar,0.4,99,knn_k5,0.9873628725973413,1.0235244732505306
mar,0.4,99,softimpute,0.9339002478321988,0.9445758303247332
mar,0.4,555,knn_k10,0.993556912369554,1.0454606168722265
mar,0.4,555,knn_k5,1.0034105465371221,1.05344248624433
mar,0.4,555,softimpute,0.9318275040807594,0.9806630097797643
mar,0.4,31337,knn_k10,0.9694717098941226,1.0144626696374703
mar,0.4,31337,knn_k5,0.9798955253322408,1.0368442059905865
mar,0.4,31337,softimpute,0.9318962732628662,0.9441815804352003
mar,0.45,123,knn_k10,0.9935024634116293,0.9954230152339303
mar,0.45,123,knn_k5,1.0105310601540307,1.0235667099845769
mar,0.45,123,softimpute,0.940389806342306,0.9989492641808418
mar,0.45,456,knn_k10,1.0333641275761776,0.9608640857253137
mar,0.45,456,knn_k5,1.0413046862189081,0.9806616145826109
mar,0.45,456,softimpute,0.9422496635841444,0.9084245138239265
mar,0.45,789,knn_k10,1.040892524510092,1.047572418271916
mar,0.45,789,knn_k5,1.069082727001266,1.0926729860050446
mar,0.45,789,softimpute,0.9695836048043747,0.9720034096528035
mar,0.45,1024,knn_k10,0.9995280809455621,1.0426323225631369
mar,0.45,1024,knn_k5,1.0117811819937241,1.0708129284136196
mar,0.45,1024,softimpute,0.9711630835069439,1.0490492314731357
mar,0.45,1337,knn_k10,1.024367560765159,1.1108009980105435
mar,0.45,1337,knn_k5,1.044744467015987,1.140419818771371
mar,0.45,1337,softimpute,0.9314675090603762,0.9993821137589647
mar,0.45,2024,knn_k10,1.0258586529628249,1.006973763435221
mar,0.45,2024,knn_k5,1.0364439552899303,1.0135583787256088
mar,0.45,2024,softimpute,0.9369246942849851,0.9464909818529819
mar,0.45,7,knn_k10,0.9856845045793593,1.032304627602042
mar,0.45,7,knn_k5,1.0065513541264501,1.0615000344354635
mar,0.45,7,softimpute,0.9775947376765529,0.967087619243432
mar,0.45,99,knn_k10,1.025049871905328,1.0453578682198394
mar,0.45,99,knn_k5,1.046349942622587,1.0750168678688417
mar,0.45,99,softimpute,0.9440087158138205,1.0297165340134817
mar,0.45,555,knn_k10,1.0107668390408944,0.987777111265652
mar,0.45,555,knn_k5,1.0206909325409357,1.005777490487271
mar,0.45,555,softimpute,0.9627898008669784,0.9593118728741451
mar,0.45,31337,knn_k10,1.0355779099079576,0.9885334607355645
mar,0.45,31337,knn_k5,1.0515163206571612,1.0077812990899695
mar,0.45,31337,softimpute,0.9534396127795716,0.9057530156657166
mar,0.5,123,knn_k10,1.0522199528922664,1.0465357345053814
mar,0.5,123,knn_k5,1.063849737397355,1.0960689923236402
mar,0.5,123,softimpute,0.9503035234015997,0.96664686388778
mar,0.5,456,knn_k10,1.0751644800103266,1.0509685169926704
mar,0.5,456,knn_k5,1.0919431173734135,1.0672831678936527
mar,0.5,456,softimpute,0.9809004846061665,1.023825987588667
mar,0.5,789,knn_k10,1.0300296508217137,1.1179085030174045
mar,0.5,789,knn_k5,1.041245340065327,1.1256155203021592
mar,0.5,789,softimpute,0.9595217956712864,1.0139986763836808
mar,0.5,1024,knn_k10,1.0521958284149746,0.9893732202172603
mar,0.5,1024,knn_k5,1.0807318150357388,1.0065295149454592
mar,0.5,1024,softimpute,0.9972805191538894,0.9687232372958369
mar,0.5,1337,knn_k10,1.0410109214516619,1.1050395095324161
mar,0.5,1337,knn_k5,1.0599034838565409,1.1250940809720562
mar,0.5,1337,softimpute,0.9515291115267471,1.006758614563713
mar,0.5,2024,knn_k10,1.0360045437668934,1.1147126747669867
mar,0.5,2024,knn_k5,1.0608543162588122,1.1204190703601957
mar,0.5,2024,softimpute,0.9583088235170834,1.0283535589575814
mar,0.5,7,knn_k10,1.0368697419562978,1.1001844271620276
mar,0.5,7,knn_k5,1.0563544226541535,1.128746829463029
mar,0.5,7,softimpute,0.9801235796358546,0.992434587672834
mar,0.5,99,knn_k10,1.0270871541134168,1.123185069434446
mar,0.5,99,knn_k5,1.0573704813292888,1.135631288563421
mar,0.5,99,softimpute,0.964604200104082,1.043379391505087
mar,0.5,555,knn_k10,1.0426020541762158,1.0529688573932916
mar,0.5,555,knn_k5,1.064292230887992,1.0675842136565357
mar,0.5,555,softimpute,0.9692080639284216,0.936018596692259
mar,0.5,31337,knn_k10,1.0394324149718503,1.0489406673941204
mar,0.5,31337,knn_k5,1.042274140784427,1.0735256895978853
mar,0.5,31337,softimpute,0.9916574361218016,1.001923126555768
mnar,0.05,123,knn_k10,2.241069907964166,0.1981471481699586
mnar,0.05,123,knn_k5,2.8022534935318495,0.20420704444582793
mnar,0.05,123,softimpute,2.381966897991208,0.3239365783128279
mnar,0.05,456,knn_k10,1.2878771493605852,0.17468255918392228
mnar,0.05,456,knn_k5,1.2869015814906397,0.20135227916097193
mnar,0.05,456,softimpute,2.0936529917388715,0.2936109431980746
mnar,0.05,789,knn_k10,1.2873465993146795,0.16480093312843253
mnar,0.05,789,knn_k5,1.2099074569693489,0.1539918187064329
mnar,0.05,789,softimpute,2.391829627435891,0.2904930234312209
mnar,0.05,1024,knn_k10,1.4523421065373392,0.18845655789568783
mnar,0.05,1024,knn_k5,1.5022251995978486,0.17949517489909206
mnar,0.05,1024,softimpute,1.8443784449876457,0.280632652168738
mnar,0.05,1337,knn_k10,1.5353146258571635,0.19060600429666757
mnar,0.05,1337,knn_k5,1.5951250480283297,0.19692790361646348
mnar,0.05,1337,softimpute,2.410639587101778,0.28519301411134246
mnar,0.05,2024,knn_k10,1.5943982428628316,0.19259307601299325
mnar,0.05,2024,knn_k5,1.411348115334512,0.18743430340019523
mnar,0.05,2024,softimpute,2.9968875354418785,0.3207609632282656
mnar,0.05,7,knn_k10,1.2626570445082808,0.15326367889828726
mnar,0.05,7,knn_k5,1.3524257883960655,0.16551664935847982
mnar,0.05,7,softimpute,3.477489323162885,0.29538337420242233
mnar,0.05,99,knn_k10,1.671169297218273,0.18617846982339525
mnar,0.05,99,knn_k5,1.6464519995234848,0.18777373232402814
mnar,0.05,99,softimpute,2.7268810606167415,0.3804571185832547
mnar,0.05,555,knn_k10,1.3780573212008465,0.22147476687850864
mnar,0.05,555,knn_k5,1.3237461336330154,0.1932084056421118
mnar,0.05,555,softimpute,2.473875748787626,0.28253454089006225
mnar,0.05,31337,knn_k10,1.398647898515549,0.18258780444762815
mnar,0.05,31337,knn_k5,1.3243496632206622,0.17642076886816305
mnar,0.05,31337,softimpute,2.0941283405687994,0.2836824184228848
mnar,0.1,123,knn_k10,1.6510936828563407,0.21399714393519573
mnar,0.1,123,knn_k5,1.5998013221958405,0.21231604894199835
mnar,0.1,123,softimpute,2.515461493845746,0.34880238030026833
mnar,0.1,456,knn_k10,0.9640379707455689,0.25558862196877885
mnar,0.1,456,knn_k5,0.9766632890128217,0.2667668233357623
mnar,0.1,456,softimpute,2.040351167665281,0.3235642689480812
mnar,0.1,789,knn_k10,1.2044520905057567,0.2150081381317288
mnar,0.1,789,knn_k5,1.2261769999004994,0.21141336505097283
mnar,0.1,789,softimpute,2.3312572486421,0.3955963704636827
mnar,0.1,1024,knn_k10,1.3242849816284776,0.20227531721442163
mnar,0.1,1024,knn_k5,1.4204921412823284,0.20982182766783397
mnar,0.1,1024,softimpute,1.9877483984166862,0.35336819072271
mnar,0.1,1337,knn_k10,1.3334158038951593,0.21958272099464937
mnar,0.1,1337,knn_k5,1.279725420310979,0.20864128523418035
mnar,0.1,1337,softimpute,2.393568445292387,0.3229287762919395
mnar,0.1,2024,knn_k10,1.2392397883172728,0.17030959631744247
mnar,0.1,2024,knn_k5,1.2255453923479616,0.15024922392947232
mnar,0.1,2024,softimpute,2.702966820824239,0.3280078263193705
mnar,0.1,7,knn_k10,1.1825488070635526,0.16187196836992412
mnar,0.1,7,knn_k5,1.162916774734586,0.19279497645154184
mnar,0.1,7,softimpute,2.1315286815966425,0.3249672448956038
mnar,0.1,99,knn_k10,1.3977413343923222,0.21874276127854347
mnar,0.1,99,knn_k5,1.319307384962464,0.2047021106101573
mnar,0.1,99,softimpute,2.0546866006938416,0.3649686053770398
mnar,0.1,555,knn_k10,1.4812481675354707,0.21021440597508434
mnar,0.1,555,knn_k5,1.6075247648715059,0.2068323421158244
mnar,0.1,555,softimpute,2.9466476866614677,0.3772882109987905
mnar,0.1,31337,knn_k10,1.3252232555428396,0.21644093718524837
mnar,0.1,31337,knn_k5,1.340559540817369,0.21441706781323444
mnar,0.1,31337,softimpute,2.239770201452387,0.35570385766291635
mnar,0.15,123,knn_k10,1.3900764483106594,0.23386124452240653
mnar,0.15,123,knn_k5,1.6462004167142164,0.24401443331440448
mnar,0.15,123,softimpute,2.8939131219442826,0.3847078013409878
mnar,0.15,456,knn_k10,1.6555221585031186,0.28717266545732906
mnar,0.15,456,knn_k5,1.6505469803104507,0.3064202805719042
mnar,0.15,456,softimpute,2.405654821306384,0.41645359013007965
mnar,0.15,789,knn_k10,1.1952944065559743,0.19430364295318936
mnar,0.15,789,knn_k5,1.3188311534158808,0.2194416486335054
mnar,0.15,789,softimpute,2.797089492827088,0.37401299535073107
mnar,0.15,1024,knn_k10,1.1987210768923386,0.22558697199358574
mnar,0.15,1024,knn_k5,1.3215436536979852,0.23705392367962563
mnar,0.15,1024,softimpute,2.2330470909400777,0.37009142683194984
mnar,0.15,1337,knn_k10,1.3629706270448465,0.22409087027681118
mnar,0.15,1337,knn_k5,1.3735368810689068,0.2334170641049012
mnar,0.15,1337,softimpute,2.5173037322518717,0.3617254680543507
mnar,0.15,2024,knn_k10,1.2543366181702482,0.19562476322920613
mnar,0.15,2024,knn_k5,1.3652488440999435,0.2093530866944779
mnar,0.15,2024,softimpute,3.143841080417355,0.41519110247360913
mnar,0.15,7,knn_k10,1.3278305634236798,0.18800784835875634
mnar,0.15,7,knn_k5,1.406527791100593,0.21316508359545422
mnar,0.15,7,softimpute,2.818986034566433,0.3708426750457349
mnar,0.15,99,knn_k10,1.1706376045184435,0.21407851603589123
mnar,0.15,99,knn_k5,1.2280026063750435,0.22252225635102885
mnar,0.15,99,softimpute,2.234522253158681,0.36439699880319343
mnar,0.15,555,knn_k10,1.3208544917493135,0.23480920974554823
mnar,0.15,555,knn_k5,1.4177105257274114,0.23748100405307024
mnar,0.15,555,softimpute,2.788595918582991,0.3669935913732678
mnar,0.15,31337,knn_k10,1.2277507301061004,0.2519595575336093
mnar,0.15,31337,knn_k5,1.2211721837713592,0.2546371790354449
mnar,0.15,31337,softimpute,1.8347715185095028,0.3780937564318652
mnar,0.2,123,knn_k10,1.6519875216741298,0.29531839714763825
mnar,0.2,123,knn_k5,1.7621946197707483,0.3013549178167221
mnar,0.2,123,softimpute,2.802612471825676,0.4011665237575855
mnar,0.2,456,knn_k10,1.515963320500623,0.2964857744631966
mnar,0.2,456,knn_k5,1.7046070910097582,0.31270171196299457
mnar,0.2,456,softimpute,2.398326135104651,0.4546359840914356
mnar,0.2,789,knn_k10,1.645276190843329,0.3149803126478443
mnar,0.2,789,knn_k5,1.6592326090592138,0.3487710995736795
mnar,0.2,789,softimpute,2.5529126647640843,0.4208349258911898
mnar,0.2,1024,knn_k10,1.475288769655554,0.2597177604754211
mnar,0.2,1024,knn_k5,1.6837634137096147,0.323071553769003
mnar,0.2,1024,softimpute,2.3088933730036705,0.41038192803451096
mnar,0.2,1337,knn_k10,1.7969571359585546,0.4123496534148138
mnar,0.2,1337,knn_k5,1.8761128076474707,0.4631117485426304
mnar,0.2,1337,softimpute,2.5508038014979917,0.4129189072680369
mnar,0.2,2024,knn_k10,1.6297241891164442,0.2469258179447122
mnar,0.2,2024,knn_k5,1.772785081547915,0.28429998065245443
mnar,0.2,2024,softimpute,2.8276855112682266,0.4009514161465093
mnar,0.2,7,knn_k10,1.5050576660560298,0.25608919860123014
mnar,0.2,7,knn_k5,1.6084658977828972,0.2714938229462338
mnar,0.2,7,softimpute,2.816670209823636,0.3847562012423865
mnar,0.2,99,knn_k10,1.5223279183159457,0.27417638385282794
mnar,0.2,99,knn_k5,1.6006568846505425,0.2826181165730567
mnar,0.2,99,softimpute,2.573204331050963,0.40757931304286305
mnar,0.2,555,knn_k10,2.03256883834949,0.2911864879893053
mnar,0.2,555,knn_k5,2.2466440228150506,0.2938957929604685
mnar,0.2,555,softimpute,2.70004425962561,0.42591584704002805
mnar,0.2,31337,knn_k10,1.7090416344629913,0.3102216113441365
mnar,0.2,31337,knn_k5,1.8133252401040205,0.34275125144820884
mnar,0.2,31337,softimpute,1.792397273547038,0.3856862932987857
mnar,0.25,123,knn_k10,1.9527466806487697,0.40980133241379746
mnar,0.25,123,knn_k5,2.064213802379866,0.4437919542433705
mnar,0.25,123,softimpute,2.6269506053658915,0.4203591048518034
mnar,0.25,456,knn_k10,2.03054814131652,0.45813936986469284
mnar,0.25,456,knn_k5,2.0557534154529273,0.46272158713377126
mnar,0.25,456,softimpute,2.072186148805212,0.49548565379336856
mnar,0.25,789,knn_k10,1.6760222336891042,0.40365552404758315
mnar,0.25,789,knn_k5,1.8813959130774782,0.4168413815800587
mnar,0.25,789,softimpute,2.376184657573364,0.4597229928558348
mnar,0.25,1024,knn_k10,2.4518646747248836,0.3737490636012669
mnar,0.25,1024,knn_k5,2.4484048818530084,0.40930401432906227
mnar,0.25,1024,softimpute,2.388860439809528,0.4435629994446636
mnar,0.25,1337,knn_k10,1.956599794617467,0.5466297095869236
mnar,0.25,1337,knn_k5,1.9979920316379225,0.5451377086929642
mnar,0.25,1337,softimpute,2.299016289168182,0.46873257735209256
mnar,0.25,2024,knn_k10,2.2266816134074023,0.3985307215100519
mnar,0.25,2024,knn_k5,2.4252074589494153,0.45326746667713663
mnar,0.25,2024,softimpute,2.788181211520358,0.5066730611626946
mnar,0.25,7,knn_k10,1.863439377767675,0.3916861690222679
mnar,0.25,7,knn_k5,1.8978899964189595,0.4177054875029054
mnar,0.25,7,softimpute,2.0392322373742635,0.46257467983906564
mnar,0.25,99,knn_k10,1.6804684186123073,0.3630111764582492
mnar,0.25,99,knn_k5,1.7568416247854912,0.37535885874027564
mnar,0.25,99,softimpute,2.770339728034954,0.44152828829387714
mnar,0.25,555,knn_k10,1.9451726873799307,0.3314479245274704
mnar,0.25,555,knn_k5,2.023795567324406,0.36430991620110614
mnar,0.25,555,softimpute,2.589220432712418,0.4295651211325575
mnar,0.25,31337,knn_k10,2.137176735193301,0.43910903669449874
mnar,0.25,31337,knn_k5,2.245084446097726,0.447831624920669
mnar,0.25,31337,softimpute,2.010330504457685,0.46208289972571714
mnar,0.3,123,knn_k10,2.3852735022785483,0.6069470953676392
mnar,0.3,123,knn_k5,2.627349507724543,0.6194391248542778
mnar,0.3,123,softimpute,2.4762368486989743,0.505628107299906
mnar,0.3,456,knn_k10,2.4572532353728436,0.6201784364416725
mnar,0.3,456,knn_k5,2.480991207348502,0.6484462729628284
mnar,0.3,456,softimpute,2.2717416123432908,0.5372657893454154
mnar,0.3,789,knn_k10,2.8066618695820504,0.48718838907169315
mnar,0.3,789,knn_k5,3.1820127840792614,0.5589974355796115
mnar,0.3,789,softimpute,2.9983351039450463,0.5159880754170459
mnar,0.3,1024,knn_k10,2.229826580378874,0.5115041685152215
mnar,0.3,1024,knn_k5,2.4390048896305885,0.5458482920110646
mnar,0.3,1024,softimpute,2.5035748702271725,0.4954688310741121
mnar,0.3,1337,knn_k10,2.9927499538050344,0.643098785273051
mnar,0.3,1337,knn_k5,3.137330813512552,0.658449454816953
mnar,0.3,1337,softimpute,2.04748863040839,0.4888406442768078
mnar,0.3,2024,knn_k10,2.976340858468629,0.596821194292313
mnar,0.3,2024,knn_k5,3.144329193868761,0.6406947832527574
mnar,0.3,2024,softimpute,2.442470905079543,0.4718808944135192
mnar,0.3,7,knn_k10,3.8464025303834113,0.6414035829559781
mnar,0.3,7,knn_k5,4.023928680154271,0.7034208143921146
mnar,0.3,7,softimpute,2.8634676957096596,0.45985711657793416
mnar,0.3,99,knn_k10,2.3850874455999964,0.5273716886571965
mnar,0.3,99,knn_k5,2.5824086185992545,0.537694409342651
mnar,0.3,99,softimpute,2.7440182076358566,0.4849854216416598
mnar,0.3,555,knn_k10,2.609264971805435,0.5928098578211995
mnar,0.3,555,knn_k5,2.8622049358769037,0.6320318849414863
mnar,0.3,555,softimpute,2.359715619689255,0.47721424727362194
mnar,0.3,31337,knn_k10,2.631789887141001,0.44394877510257585
mnar,0.3,31337,knn_k5,2.763720200729912,0.4768652503512152
mnar,0.3,31337,softimpute,2.335983121653329,0.49451610466215845
mnar,0.35,123,knn_k10,2.728877659873465,0.679621543436973
mnar,0.35,123,knn_k5,2.838678204402173,0.7028642678521513
mnar,0.35,123,softimpute,2.1728780220548374,0.5032283755143958
mnar,0.35,456,knn_k10,2.732024450217457,0.6870595266750639
mnar,0.35,456,knn_k5,2.8813464872602923,0.7071208738482895
mnar,0.35,456,softimpute,2.327557113712093,0.5618932631719586
mnar,0.35,789,knn_k10,2.649682060388689,0.6672356257042756
mnar,0.35,789,knn_k5,2.684854677487099,0.6587824063225394
mnar,0.35,789,softimpute,2.2921288044378136,0.5521466821504937
mnar,0.35,1024,knn_k10,2.823965314480019,0.6233924243067759
mnar,0.35,1024,knn_k5,2.9619587652874007,0.6674961932114778
mnar,0.35,1024,softimpute,2.651796146888347,0.550359930673042
mnar,0.35,1337,knn_k10,2.870027518097359,0.6042456170298818
mnar,0.35,1337,knn_k5,2.9184410627668864,0.6244243246479146
mnar,0.35,1337,softimpute,2.359170571945109,0.5634038867910335
mnar,0.35,2024,knn_k10,3.649630041524094,0.699467997253928
mnar,0.35,2024,knn_k5,3.7254137802254617,0.7140139201687076
mnar,0.35,2024,softimpute,2.4871968823148953,0.5406948149956731
mnar,0.35,7,knn_k10,3.1839985428792907,0.606819698527798
mnar,0.35,7,knn_k5,3.4119991211186314,0.6600054967818256
mnar,0.35,7,softimpute,2.3970944524415447,0.5258948461929975
mnar,0.35,99,knn_k10,3.4645643173261966,0.6887075549267089
mnar,0.35,99,knn_k5,3.6950478757052023,0.7074085779129987
mnar,0.35,99,softimpute,2.77621458581436,0.5093161473453152
mnar,0.35,555,knn_k10,2.888639788100514,0.5777558161387404
mnar,0.35,555,knn_k5,2.951347914335192,0.628998707054998
mnar,0.35,555,softimpute,2.363080668460193,0.5050493986798555
mnar,0.35,31337,knn_k10,3.005779852129894,0.7291431810121394
mnar,0.35,31337,knn_k5,3.098293849439081,0.743269573631796
mnar,0.35,31337,softimpute,2.2950448558058856,0.5386631116472058
mnar,0.4,123,knn_k10,3.059619457194197,0.8748815904760774
mnar,0.4,123,knn_k5,3.4042492160732616,0.8953916336505832
mnar,0.4,123,softimpute,2.708480728849689,0.5705368959541608
mnar,0.4,456,knn_k10,3.32623368073356,0.9117608681316196
mnar,0.4,456,knn_k5,3.6038039595450417,0.9303999491155299
mnar,0.4,456,softimpute,2.4254778762321356,0.5636849252877214
mnar,0.4,789,knn_k10,3.288807561730854,0.8335120888337832
mnar,0.4,789,knn_k5,3.3175014128152176,0.8868659900059498
mnar,0.4,789,softimpute,2.3168663113515766,0.5900756447657527
mnar,0.4,1024,knn_k10,3.165456867721846,0.886986268227475
mnar,0.4,1024,knn_k5,3.249757438974565,0.939464991928175
mnar,0.4,1024,softimpute,2.1305344901761165,0.6008348029265693
mnar,0.4,1337,knn_k10,3.0136966511372276,0.8429939768434305
mnar,0.4,1337,knn_k5,3.0798930341634945,0.8828578298972486
mnar,0.4,1337,softimpute,2.2626773361935077,0.5932990017555246
mnar,0.4,2024,knn_k10,3.8505519396075676,0.9113058127732145
mnar,0.4,2024,knn_k5,3.9554204892852205,0.9141187699912514
mnar,0.4,2024,softimpute,2.278008362706828,0.5877197127852328
mnar,0.4,7,knn_k10,2.969348570545325,0.7991260158235339
mnar,0.4,7,knn_k5,3.199821613054141,0.8161651948228246
mnar,0.4,7,softimpute,2.574480258894628,0.5722110929295634
mnar,0.4,99,knn_k10,3.5172576019432062,0.835511312020898
mnar,0.4,99,knn_k5,3.6346838997701196,0.8392552496418795
