mechanism,missing_frac,seed,method,nrmse,nrmse_refnorm
mar,0.05,555,knn_k10,0.5877194310183544,0.5138951464596601
mar,0.05,555,knn_k5,0.6363233406273141,0.5278505784161142
mar,0.05,555,softimpute,0.8276244319317811,0.6506703732592212
mar,0.05,31337,knn_k10,0.6171668901044937,0.5293964336816461
mar,0.05,31337,knn_k5,0.6115137887498027,0.5308626442248047
mar,0.05,31337,softimpute,0.8055721189887357,0.6440687867915664
mar,0.1,123,knn_k10,0.6522317705826687,0.5979892296476483
mar,0.1,123,knn_k5,0.6720867567012105,0.5915434228937337
mar,0.1,123,softimpute,0.8365601362536553,0.8076861970892366
mar,0.1,456,knn_k10,0.7092213265612716,0.5027257441292061
mar,0.1,456,knn_k5,0.699000333337634,0.5044415489056538
mar,0.1,456,softimpute,0.826091675234301,0.6793536990075456
mar,0.1,789,knn_k10,0.7557389147770546,0.6869850234160094
mar,0.1,789,knn_k5,0.7479619435322757,0.6986277863411416
mar,0.1,789,softimpute,0.8200927949299556,0.8072245267748116
mar,0.1,1024,knn_k10,0.7043115547139864,0.6255420390266764
mar,0.1,1024,knn_k5,0.7009972483927316,0.6293603633577468
mar,0.1,1024,softimpute,0.8779112930904495,0.8126101441939233
mar,0.1,1337,knn_k10,0.7151250086058185,0.6039503453309265
mar,0.1,1337,knn_k5,0.6986183892240642,0.6562646946515125
mar,0.1,1337,softimpute,0.7938605799550126,0.70237299121986
mar,0.1,2024,knn_k10,0.6670872222604235,0.4844000109298038
mar,0.1,2024,knn_k5,0.6852976534728652,0.5438065509397205
mar,0.1,2024,softimpute,0.8460496469938166,0.6903376473327687
mar,0.1,7,knn_k10,0.7345308554730577,0.5723353515541165
mar,0.1,7,knn_k5,0.7272746577165149,0.5914512694002134
mar,0.1,7,softimpute,0.8723018732099714,0.7170700239987536
mar,0.1,99,knn_k10,0.7346285010400002,0.6033339785419053
mar,0.1,99,knn_k5,0.6508760308246189,0.6607409952522055
mar,0.1,99,softimpute,0.8429890144221953,0.71876421875355
mar,0.1,555,knn_k10,0.7183505848234769,0.6370647740412674
