method,target,regressor,r2_mean,r2_std,rmse_mean
mice,Carbohydrate,rf,0.9166732350695337,0.0029858635874825566,7.09996214604943
mice,Carbohydrate,ridge,0.9476777391181421,0.004387693525361501,5.518573449183101
mice,Fat,knr,0.7316477723101114,0.02816525722838087,6.8289621741028395
mice,Fat,rf,0.9496474198503396,0.003651534858905057,2.9828014723328002
mice,Fat,ridge,0.961134351844412,0.010279474088869806,2.484988864550522
mice,Iron,knr,0.07438264489289889,0.03443010564039892,5.276819686444183
mice,Iron,rf,0.1907933069462513,0.06804710440704034,4.946740288129125
mice,Iron,ridge,-0.0002466939138983243,0.05485617784523612,5.461540457706681
mice,Protein,knr,0.701954100893397,0.013307693763987747,6.210036833112308
mice,Protein,rf,0.770170464598775,0.003929721106140938,5.454988042974952
mice,Protein,ridge,0.6330665346091809,0.04974244243866153,6.199597372006318
mice,Vitamin_C,knr,0.23387180896066911,0.01990937628314799,22.393342453889353
mice,Vitamin_C,rf,0.32504028222320785,0.02483675012938624,20.904972869323696
mice,Vitamin_C,ridge,0.004643680300690301,0.05831083183316689,25.117404894035985
missforest,Calcium,knr,0.4187921393801116,0.028193952485428764,241.77353589392118
missforest,Calcium,rf,0.40786124113707006,0.06159469376202391,239.7226588660708
missforest,Calcium,ridge,-0.6075578411638485,0.5399246008358604,351.30144371798895
missforest,Carbohydrate,knr,0.8234483020712811,0.008541361866976169,10.394602274912382
missforest,Carbohydrate,rf,0.9133044614945078,0.0053237146617215085,7.249287286641634
missforest,Carbohydrate,ridge,0.9522566637570833,0.0019244268140734138,5.297674154771185
missforest,Fat,knr,0.7829572143574124,0.031632169614899515,6.2490891037563
missforest,Fat,rf,0.9486921478136686,0.003616669786218863,3.0096888226348284
missforest,Fat,ridge,0.964096711135959,0.009453604661928391,2.3928997067169044
missforest,Iron,knr,0.09339225711329882,0.022579236542900633,5.226695821159888
missforest,Iron,rf,0.25720967648936205,0.05717296538856637,4.77021141055494
missforest,Iron,ridge,-0.5733351605522525,0.3283262421465146,6.475914065870873
missforest,Protein,knr,0.6808857129804013,0.009449108915489694,6.421474243197447
missforest,Protein,rf,0.7308068954411497,0.00784466004008773,5.8998682139467675
missforest,Protein,ridge,0.713052987127597,0.07211237456912488,5.6551091035049
missforest,Vitamin_C,knr,0.1865259660742759,0.024005935376066462,23.07652181257109
missforest,Vitamin_C,rf,0.2690374554356257,0.006685848986440032,21.813997039066685
missforest,Vitamin_C,ridge,0.033047055779598676,0.12122113007558484,24.75763324110647
pica,Calcium,knr,0.43485324160467675,0.033245551781178204,238.68677097379424
