seed,method,frac,nrmse,clf_acc,clf_f1,cov_relerr,prec_relerr
123,mean,0.4,1.0002593126785941,0.6492012480081415,0.5186412341682122,0.547899085091578,0.48709900215010343
123,median,0.4,1.0190023619085826,0.6554585052596542,0.520190929809846,0.5414874279830169,0.4890483706854666
123,knn_k10,0.4,1.0034340611098056,0.6050105881745298,0.4814714959713289,0.435771174148508,0.48576879957603375
123,softimpute,0.4,0.9124694329782954,0.6450933806214407,0.5261415364287002,0.3543877695311478,1.0224451925944535
123,masked_nmf,0.4,0.9981932555823895,0.3099324155002458,0.23119800073917607,0.7767053496765671,509.53159488305823
123,mice,0.4,0.8675792200322128,0.6359029981654816,0.5212326539587506,0.2920344486251349,1.068833702214234
123,iterativesvd,0.4,0.9251051849147885,0.6450937632113063,0.5188986340330255,0.46205612809279356,0.9748760047772859
123,missforest,0.4,0.7822509185824136,0.7201800850497271,0.6135226006026202,0.2706224054326153,0.8737893114737603
123,pica,0.4,0.9281220259760087,0.6407913488779595,0.5184595913226726,0.3456437513101212,0.7266196156256552
456,mean,0.4,1.0002248807348737,0.6564321964675478,0.5146434976898419,0.5739889875917115,0.501079598918625
456,median,0.4,1.0243331699745228,0.6658180823448168,0.5273133650221762,0.5678956823728527,0.5032862120904604
456,knn_k10,0.4,0.9915564906709977,0.6098939652187554,0.48726588885109867,0.4700090514124349,0.45057771017648235
456,softimpute,0.4,0.9306544020263658,0.6331659502671434,0.508872728022767,0.37276219980490927,1.1165869577443948
456,masked_nmf,0.4,0.9960114258535822,0.2831440469973391,0.21839406890125806,0.7788945036924629,546.8532148929405
456,mice,0.4,0.9214692049879943,0.6425499231950844,0.5287755290036291,0.3125733972078221,1.0966263896601025
456,iterativesvd,0.4,0.9763684884515559,0.6439195949138503,0.5206710479149002,0.4833046480925717,0.957483930045378
456,missforest,0.4,0.8066046378799672,0.7154843683345672,0.6102289497642283,0.2883101947329404,0.9137704088817907
456,pica,0.4,0.9460410123337238,0.6523279636845699,0.5316247105926718,0.9223000610133298,0.9372060285485169
789,mean,0.4,1.000523917388084,0.6677771337515039,0.533606730295212,0.5159505439033759,0.4773143209413253
789,median,0.4,1.022525364527644,0.6763794755840712,0.5459477271149146,0.5102597009884635,0.48344327887492067
789,knn_k10,0.4,1.0268347087318062,0.6196708579386441,0.49641575879808214,0.3842714839151911,0.4282547569036904
789,softimpute,0.4,0.9072776917368293,0.6538954343638391,0.5335737328832062,0.29631972572794285,0.7764743967179577
789,masked_nmf,0.4,1.0098236179531388,0.2894003477741878,0.2085564235725612,0.7699397380587062,96.21850206622369
789,mice,0.4,0.8885049839056058,0.6431379638184764,0.5277694043664404,0.2689050322945236,0.8903048011851502
789,iterativesvd,0.4,0.9565486069478698,0.6372742002437097,0.520644359407746,0.36424484139265384,0.745277422315864
789,missforest,0.4,0.7931470543632355,0.7280034739159794,0.6240224404201183,0.20503967047940966,0.6522814573966924
789,pica,0.4,0.8741138051630104,0.6536968702236046,0.5344954745777806,0.5782087443586221,0.790209678937857
1024,mean,0.4,1.0002922555231029,0.6619129875868718,0.5353121693763607,0.47773910525755686,0.48905023425583466
1024,median,0.4,1.0244258605937664,0.6718834707787426,0.5402711067606175,0.471602122853795,0.49805324168161563
1024,knn_k10,0.4,1.0049744824389326,0.6245584434713909,0.5022833286620609,0.3350101982266951,0.43253780315882456
1024,softimpute,0.4,0.9181360805049156,0.641574319037863,0.5215875447704648,0.2888999196303898,0.5231592688507366
1024,masked_nmf,0.4,1.0488527974851345,0.2702389082415596,0.18938460022370723,0.8495858257126864,42.1575703013305
1024,mice,0.4,0.9546667026678765,0.6421608293017926,0.509207590582311,0.2384085016856958,0.5885279176845888
1024,iterativesvd,0.4,1.0509622829347314,0.6231920237664824,0.5026988754929993,0.46264376826872594,0.4132669073820231
1024,missforest,0.4,0.7718018826521318,0.7266316979529529,0.6223178853347038,0.19313716520848198,0.37787510246440803
1024,pica,0.4,0.8815070489659835,0.6597624499524632,0.5407976069511691,0.2820172143163325,0.5160996819826018
1337,mean,0.4,1.0005261324229764,0.6642550114490018,0.5326865174366868,0.5561849448599221,0.47322375457272575
1337,median,0.4,1.0238220360121366,0.666406696853007,0.5274998627418662,0.5509546098266742,0.48019710775694086
1337,knn_k10,0.4,0.9981718828053726,0.6171346697197337,0.48405909858497154,0.4381866350632885,0.4163900744520539
1337,softimpute,0.4,0.9089981116152757,0.6456777866411096,0.5290754359864164,0.3552360192502684,0.8846135214026033
