method,target,target_type,regressor,cv_seed,r2,rmse
masked_nmf,Carbohydrate,macro,ridge,0,0.9899809068543757,2.494484254303031
masked_nmf,Carbohydrate,macro,ridge,1,0.9897210780296085,2.491819794004028
masked_nmf,Carbohydrate,macro,ridge,2,0.9899946373561553,2.4868012228509015
masked_nmf,Carbohydrate,macro,ridge,3,0.9898267031594624,2.4813080757698476
masked_nmf,Carbohydrate,macro,ridge,4,0.9897211831873227,2.498353977000038
masked_nmf,Carbohydrate,macro,knr,0,0.9870538608381908,2.8047576677794988
masked_nmf,Carbohydrate,macro,knr,1,0.9863546046962128,2.8520402914861087
masked_nmf,Carbohydrate,macro,knr,2,0.9855896137661858,2.9438607833754302
masked_nmf,Carbohydrate,macro,knr,3,0.9872452785304009,2.7649819099690456
masked_nmf,Carbohydrate,macro,knr,4,0.9867480404122186,2.8130735347383022
masked_nmf,Calcium,micro,rf,0,0.20668524544969405,291.263645381692
masked_nmf,Calcium,micro,rf,1,-0.011515232729718439,307.3568345787767
masked_nmf,Calcium,micro,rf,2,0.16599053401926234,296.62853527422305
masked_nmf,Calcium,micro,rf,3,0.2043469826204249,270.3594868594962
masked_nmf,Calcium,micro,rf,4,0.016862789827926328,311.15091612303576
masked_nmf,Calcium,micro,ridge,0,0.16148947603975988,305.2059359808356
masked_nmf,Calcium,micro,ridge,1,0.10840038927854737,294.06920085225687
masked_nmf,Calcium,micro,ridge,2,0.19877505711076143,294.5975062023755
masked_nmf,Calcium,micro,ridge,3,0.02627522361865404,298.63136483638385
masked_nmf,Calcium,micro,ridge,4,0.14256381671211546,302.30665561005753
masked_nmf,Calcium,micro,knr,0,0.18570267832360426,297.20672934650065
masked_nmf,Calcium,micro,knr,1,0.03950722958855013,305.5631311865268
masked_nmf,Calcium,micro,knr,2,0.20009536565696653,292.9518905841522
masked_nmf,Calcium,micro,knr,3,0.10781524009099061,290.64510092773054
masked_nmf,Calcium,micro,knr,4,0.0447944813302815,317.2530861924304
masked_nmf,Iron,micro,rf,0,-0.01681179851488699,5.508331529793373
masked_nmf,Iron,micro,rf,1,-0.01683778941979992,5.437473938753163
masked_nmf,Iron,micro,rf,2,-0.05684190571928445,5.694305015703023
masked_nmf,Iron,micro,rf,3,-0.14654775749813798,5.773538625960618
masked_nmf,Iron,micro,rf,4,-0.07929339268119415,5.710302599460159
masked_nmf,Iron,micro,ridge,0,0.09682468379911913,5.207178888338994
masked_nmf,Iron,micro,ridge,1,0.08943724526314414,5.184499026398957
masked_nmf,Iron,micro,ridge,2,0.0866187305042557,5.329765079240535
masked_nmf,Iron,micro,ridge,3,0.10957292380698021,5.215261291735809
masked_nmf,Iron,micro,ridge,4,0.0996886411759041,5.295346751459877
masked_nmf,Iron,micro,knr,0,-0.0785767246012945,5.613061693871094
masked_nmf,Iron,micro,knr,1,-0.09592319310269752,5.6093216210596335
masked_nmf,Iron,micro,knr,2,-0.06823298674024639,5.701530480062359
masked_nmf,Iron,micro,knr,3,-0.18367025092800818,5.777845155829054
masked_nmf,Iron,micro,knr,4,-0.06475124991160819,5.694284886751057
masked_nmf,Vitamin_C,micro,rf,0,-0.046233600181309883,26.210198000407892
masked_nmf,Vitamin_C,micro,rf,1,-0.07908347927133134,26.674161043494298
masked_nmf,Vitamin_C,micro,rf,2,-0.08546090717709989,26.450688531050595
masked_nmf,Vitamin_C,micro,rf,3,-0.030029790992395534,25.710406343464133
masked_nmf,Vitamin_C,micro,rf,4,-0.01312397926792277,25.929666688194082
masked_nmf,Vitamin_C,micro,ridge,0,0.05661081263164789,25.022220429005852
masked_nmf,Vitamin_C,micro,ridge,1,0.034861327661780336,25.339020623013763
masked_nmf,Vitamin_C,micro,ridge,2,0.0483913988588474,25.01299545690113
masked_nmf,Vitamin_C,micro,ridge,3,0.05935780869109741,24.926255486423237
masked_nmf,Vitamin_C,micro,ridge,4,0.061255503260769076,25.027092772831242
masked_nmf,Vitamin_C,micro,knr,0,-0.04617538236915657,26.20611033131455
masked_nmf,Vitamin_C,micro,knr,1,-0.039055841383410984,26.149273452616285
masked_nmf,Vitamin_C,micro,knr,2,-0.10103250570422947,26.575612529729405
masked_nmf,Vitamin_C,micro,knr,3,-0.014438642674884972,25.571977242400497
masked_nmf,Vitamin_C,micro,knr,4,-0.036800028812838545,26.06708520018779
mice,Protein,macro,rf,0,0.7732665171370037,5.431677764362794
mice,Protein,macro,rf,1,0.7678175580522002,5.500524904932634
mice,Protein,macro,rf,2,0.7736716028125209,5.376004013528885
mice,Protein,macro,rf,3,0.7716109183440457,5.422770010927768
mice,Protein,macro,rf,4,0.7644857266481043,5.543963521122678
mice,Protein,macro,ridge,0,0.5887496244827753,6.387862236618947
mice,Protein,macro,ridge,1,0.5902713728391841,6.465220525562534
mice,Protein,macro,ridge,2,0.6437762204450462,6.299773629451673
mice,Protein,macro,ridge,3,0.710437028478292,5.555155627059562
mice,Protein,macro,ridge,4,0.6320984268006068,6.289974841338877
mice,Protein,macro,knr,0,0.7122678751393676,6.139209553866816
mice,Protein,macro,knr,1,0.6872672080530344,6.353819972888157
mice,Protein,macro,knr,2,0.7186320686623271,6.0463452090802035
mice,Protein,macro,knr,3,0.6917742188415706,6.265606793161957
mice,Protein,macro,knr,4,0.6998291337706852,6.245202636564407
mice,Fat,macro,rf,0,0.9438284163019347,2.9920763000477932
mice,Fat,macro,rf,1,0.9517740347112802,2.985984557178815
mice,Fat,macro,rf,2,0.9533966173649219,2.8912877260131333
mice,Fat,macro,rf,3,0.9502873860732184,3.032133741809654
mice,Fat,macro,rf,4,0.9489506448003425,3.012525036614606
mice,Fat,macro,ridge,0,0.9440502700367212,2.5611487829047004
mice,Fat,macro,ridge,1,0.9589453466671264,2.701088892086152
mice,Fat,macro,ridge,2,0.9679662016652077,2.372542763265046
mice,Fat,macro,ridge,3,0.9683414774551954,2.4130946239315203
mice,Fat,macro,ridge,4,0.9663684633978095,2.3770692605651895
mice,Fat,macro,knr,0,0.6857737761066891,6.9634635526954245
mice,Fat,macro,knr,1,0.7622256130914314,6.6499011827997405
mice,Fat,macro,knr,2,0.7329057603848455,6.850045770686831
mice,Fat,macro,knr,3,0.7427645003809801,6.812345060870359
mice,Fat,macro,knr,4,0.7345692115866107,6.869055303461844
mice,Carbohydrate,macro,rf,0,0.9151968985829095,7.209551271790472
mice,Carbohydrate,macro,rf,1,0.9197496019831277,6.876551641221781
mice,Carbohydrate,macro,rf,2,0.9167164261120317,7.074698984863607
mice,Carbohydrate,macro,rf,3,0.9124851745150038,7.284998622797213
mice,Carbohydrate,macro,rf,4,0.9192180741545961,7.054010209574076
mice,Carbohydrate,macro,ridge,0,0.9506493841398772,5.464847496602274
mice,Carbohydrate,macro,ridge,1,0.9477816286329593,5.33178253808407
mice,Carbohydrate,macro,ridge,2,0.9476666322923604,5.5963463218647735
mice,Carbohydrate,macro,ridge,3,0.94051212181703,5.780571033339507
mice,Carbohydrate,macro,ridge,4,0.9517789287084841,5.41931985602488
mice,Carbohydrate,macro,knr,0,0.8237383265226639,10.451493938569872
mice,Carbohydrate,macro,knr,1,0.8221092061509827,10.325774689424673
mice,Carbohydrate,macro,knr,2,0.8085048369167014,10.818375382973791
mice,Carbohydrate,macro,knr,3,0.8177445543615122,10.58252455172949
mice,Carbohydrate,macro,knr,4,0.8226374708017543,10.49122761627676
mice,Calcium,micro,rf,0,0.4752494100545855,240.62184672128774
mice,Calcium,micro,rf,1,0.4109912358933278,240.75405792147632
mice,Calcium,micro,rf,2,0.4953030620325081,231.80680488132498
mice,Calcium,micro,rf,3,0.2841642480402082,245.4925100684082
mice,Calcium,micro,rf,4,0.352346080696622,251.45368869926924
mice,Calcium,micro,ridge,0,0.42941093073960424,252.77440856729282
mice,Calcium,micro,ridge,1,0.1222444265506962,289.04977285869694
mice,Calcium,micro,ridge,2,-0.02364587894470762,305.08440370513785
mice,Calcium,micro,ridge,3,-0.31935940740637997,302.6056335185882
mice,Calcium,micro,ridge,4,0.3288286600044298,259.714265350539
mice,Calcium,micro,knr,0,0.46001786370804243,241.61739439551633
mice,Calcium,micro,knr,1,0.43676895204963717,236.80115906605974
mice,Calcium,micro,knr,2,0.4342615083812061,241.57412715041664
mice,Calcium,micro,knr,3,0.42675087831145886,231.0839559655185
mice,Calcium,micro,knr,4,0.4485980322945622,234.7820988363771
mice,Iron,micro,rf,0,0.1648466158277261,5.009777023091386
mice,Iron,micro,rf,1,0.2697209080953707,4.679428032977696
mice,Iron,micro,rf,2,0.18238513997060551,5.060079991523349
mice,Iron,micro,rf,3,0.09586130689935271,5.102344987858728
mice,Iron,micro,rf,4,0.24115256393820142,4.882071405194468
mice,Iron,micro,ridge,0,0.06512707903200991,5.350761909536944
mice,Iron,micro,ridge,1,0.048795873666790654,5.278161328440459
mice,Iron,micro,ridge,2,-0.016999983449215626,5.508520150328462
mice,Iron,micro,ridge,3,-0.06149169781702439,5.610729256006593
mice,Iron,micro,ridge,4,-0.03666474100205217,5.559529644220948
mice,Iron,micro,knr,0,0.07501095855349091,5.253695317275232
mice,Iron,micro,knr,1,0.08291352393490514,5.1542820259938384
mice,Iron,micro,knr,2,0.11793498874214248,5.230119382356864
mice,Iron,micro,knr,3,0.07431849433783973,5.307621157206275
mice,Iron,micro,knr,4,0.021735258896116206,5.438380549388707
mice,Vitamin_C,micro,rf,0,0.310804850352781,21.134716352148594
mice,Vitamin_C,micro,rf,1,0.3379983960605907,20.899015639995284
mice,Vitamin_C,micro,rf,2,0.35776752906501585,20.410625386388254
mice,Vitamin_C,micro,rf,3,0.29301693298603737,21.165934186935807
mice,Vitamin_C,micro,rf,4,0.3256137026516144,20.91457278115055
mice,Vitamin_C,micro,ridge,0,0.009894534956084899,25.0636580455703
mice,Vitamin_C,micro,ridge,1,-0.0029528000022037483,25.413146734028818
mice,Vitamin_C,micro,ridge,2,-0.08365135823495132,25.606425360154525
mice,Vitamin_C,micro,ridge,3,0.02157866743303738,25.15043853946522
mice,Vitamin_C,micro,ridge,4,0.0783493573514843,24.35335579096106
mice,Vitamin_C,micro,knr,0,0.2425961044063169,22.361554584293973
mice,Vitamin_C,micro,knr,1,0.19908138163429473,22.99135728720343
mice,Vitamin_C,micro,knr,2,0.24203005060245686,22.105996578071732
mice,Vitamin_C,micro,knr,3,0.2368198104294507,22.317551672247053
mice,Vitamin_C,micro,knr,4,0.2488316977308264,22.19025214763057
iterativesvd,Protein,macro,rf,0,0.7922692667017462,5.177525928231146
iterativesvd,Protein,macro,rf,1,0.7926266196960776,5.187779610213132
iterativesvd,Protein,macro,rf,2,0.7976407710199886,5.0700265557860025
iterativesvd,Protein,macro,rf,3,0.7955766593619694,5.111760034382479
iterativesvd,Protein,macro,rf,4,0.7999618894859615,5.082318439751086
iterativesvd,Protein,macro,ridge,0,0.7113436733341196,5.915236972912436
iterativesvd,Protein,macro,ridge,1,0.7330903629833126,5.555508139855151
iterativesvd,Protein,macro,ridge,2,0.7625638245139006,5.517840726494074
iterativesvd,Protein,macro,ridge,3,0.770027685423919,5.237325529571003
iterativesvd,Protein,macro,ridge,4,0.7190240310269672,5.797260295313333
iterativesvd,Protein,macro,knr,0,0.7425651923110876,5.777515664001838
iterativesvd,Protein,macro,knr,1,0.7428635622011498,5.753159160920352
iterativesvd,Protein,macro,knr,2,0.7394173700980009,5.7916027065713465
iterativesvd,Protein,macro,knr,3,0.7389673470388095,5.815012333004376
iterativesvd,Protein,macro,knr,4,0.7481630427736078,5.712998850134838
iterativesvd,Fat,macro,rf,0,0.9435423430983836,2.9818566077596773
iterativesvd,Fat,macro,rf,1,0.9463698498911391,3.149869971024484
iterativesvd,Fat,macro,rf,2,0.9515023185950776,2.962914903674421
iterativesvd,Fat,macro,rf,3,0.947897569767645,3.09512557487954
iterativesvd,Fat,macro,rf,4,0.9460801709637074,3.1249311263465267
iterativesvd,Fat,macro,ridge,0,0.8987983399013937,2.9075545585002187
iterativesvd,Fat,macro,ridge,1,0.9437212713190253,2.984533707264393
iterativesvd,Fat,macro,ridge,2,0.965803175631508,2.424105514581668
iterativesvd,Fat,macro,ridge,3,0.9677379505461066,2.437479794868292
iterativesvd,Fat,macro,ridge,4,0.9670621617666884,2.377120536337853
iterativesvd,Fat,macro,knr,0,0.6926399654195159,6.8643104995243736
iterativesvd,Fat,macro,knr,1,0.758447534151626,6.678226874611518
iterativesvd,Fat,macro,knr,2,0.7494639572759361,6.606837548714926
iterativesvd,Fat,macro,knr,3,0.7622804248316432,6.58835070829239
iterativesvd,Fat,macro,knr,4,0.7481520307435755,6.68487737044814
iterativesvd,Carbohydrate,macro,rf,0,0.9170548444642431,7.130500868227477
iterativesvd,Carbohydrate,macro,rf,1,0.9213624686815839,6.817791586018801
iterativesvd,Carbohydrate,macro,rf,2,0.9233338091643188,6.8259264351792215
iterativesvd,Carbohydrate,macro,rf,3,0.9140692259474426,7.230837984280662
iterativesvd,Carbohydrate,macro,rf,4,0.9253650256071262,6.782334232839041
iterativesvd,Carbohydrate,macro,ridge,0,0.9523475618311703,5.36391903976273
iterativesvd,Carbohydrate,macro,ridge,1,0.9473017122610239,5.3870368772807
iterativesvd,Carbohydrate,macro,ridge,2,0.9481679289606362,5.515288595909787
iterativesvd,Carbohydrate,macro,ridge,3,0.9509669871653855,5.41786459463641
iterativesvd,Carbohydrate,macro,ridge,4,0.9540825113250102,5.303472061990272
iterativesvd,Carbohydrate,macro,knr,0,0.8289270994042035,10.311732241819998
iterativesvd,Carbohydrate,macro,knr,1,0.8202545261912162,10.369285410842576
iterativesvd,Carbohydrate,macro,knr,2,0.8212877922886761,10.456778994990499
iterativesvd,Carbohydrate,macro,knr,3,0.8172979166729915,10.583843085523611
iterativesvd,Carbohydrate,macro,knr,4,0.8261048637432472,10.377759170534016
iterativesvd,Calcium,micro,rf,0,0.5210134568512098,229.41942133322655
iterativesvd,Calcium,micro,rf,1,0.4156806932073585,240.41687708171384
iterativesvd,Calcium,micro,rf,2,0.4672797202784382,236.13696284691446
iterativesvd,Calcium,micro,rf,3,0.37465810308589764,231.09547040010165
iterativesvd,Calcium,micro,rf,4,0.4145364933338607,240.23909793500144
iterativesvd,Calcium,micro,ridge,0,0.3209233558056168,274.98772009517995
iterativesvd,Calcium,micro,ridge,1,0.06227026040780759,322.3456316339037
iterativesvd,Calcium,micro,ridge,2,-0.6173264425273141,364.1768847656941
iterativesvd,Calcium,micro,ridge,3,-1.845433559904695,349.58928982066243
iterativesvd,Calcium,micro,ridge,4,0.27038469886953714,269.7660499605316
iterativesvd,Calcium,micro,knr,0,0.4864895569600214,237.19019174335835
iterativesvd,Calcium,micro,knr,1,0.4672119748601958,230.09313180215076
iterativesvd,Calcium,micro,knr,2,0.52076356427021,226.55666229382032
iterativesvd,Calcium,micro,knr,3,0.445216242935513,230.03625314361165
iterativesvd,Calcium,micro,knr,4,0.4858596553754052,230.2537800749467
iterativesvd,Iron,micro,rf,0,0.20595691366564656,4.895465802444869
iterativesvd,Iron,micro,rf,1,0.2508758375062855,4.706689753543626
iterativesvd,Iron,micro,rf,2,0.1449273236321603,5.143029406810268
iterativesvd,Iron,micro,rf,3,0.1372863853354511,5.026359385420026
iterativesvd,Iron,micro,rf,4,0.22371139512853144,4.917076430595081
iterativesvd,Iron,micro,ridge,0,-1.651450748425674,6.786009053092782
iterativesvd,Iron,micro,ridge,1,-1.841593171836204,7.0132102616962015
iterativesvd,Iron,micro,ridge,2,-0.6577199586761292,6.354706826843108
iterativesvd,Iron,micro,ridge,3,-0.9512265615383264,6.526873356808349
iterativesvd,Iron,micro,ridge,4,-1.123178510048748,7.192400246467183
iterativesvd,Iron,micro,knr,0,0.0489533729132577,5.3197100928570356
iterativesvd,Iron,micro,knr,1,0.09815580505290393,5.154728257996273
iterativesvd,Iron,micro,knr,2,0.05406007203655601,5.407005516519168
iterativesvd,Iron,micro,knr,3,0.10892411164182617,5.263247562006931
iterativesvd,Iron,micro,knr,4,-0.02661918820617013,5.569824281540951
iterativesvd,Vitamin_C,micro,rf,0,0.36902308524328886,20.084466521767812
iterativesvd,Vitamin_C,micro,rf,1,0.4349776051050278,19.32303758893786
iterativesvd,Vitamin_C,micro,rf,2,0.3868258740617768,19.84432883908409
iterativesvd,Vitamin_C,micro,rf,3,0.37486259765826696,19.926616539038207
iterativesvd,Vitamin_C,micro,rf,4,0.3909312057796076,19.73744592359029
iterativesvd,Vitamin_C,micro,ridge,0,0.20079423618178488,22.83172408065392
iterativesvd,Vitamin_C,micro,ridge,1,0.09140498580573993,24.2435191132298
iterativesvd,Vitamin_C,micro,ridge,2,-0.23583586149388375,25.832423357700073
iterativesvd,Vitamin_C,micro,ridge,3,0.09353159223773552,24.174647753081793
iterativesvd,Vitamin_C,micro,ridge,4,0.14156626358394614,23.356426093796326
iterativesvd,Vitamin_C,micro,knr,0,0.31988049336967084,21.062155570271745
iterativesvd,Vitamin_C,micro,knr,1,0.2807230463934557,21.649896341384963
iterativesvd,Vitamin_C,micro,knr,2,0.2925418269188935,21.31620505077696
iterativesvd,Vitamin_C,micro,knr,3,0.28744611261073016,21.47662054072494
iterativesvd,Vitamin_C,micro,knr,4,0.3276559349867737,20.77688274954437
missforest,Protein,macro,rf,0,0.7421220367866814,5.797883903193652
missforest,Protein,macro,rf,1,0.7320135884489456,5.918240655813838
missforest,Protein,macro,rf,2,0.7202777391400914,5.9667570345066
missforest,Protein,macro,rf,3,0.7284289418573946,5.9089877813775145
missforest,Protein,macro,rf,4,0.7311921709726358,5.907471694842235
missforest,Protein,macro,ridge,0,0.6568190548502302,6.078506043900372
missforest,Protein,macro,ridge,1,0.7377093733501991,5.529569895955926
missforest,Protein,macro,ridge,2,0.814859111945918,4.921025151325617
missforest,Protein,macro,ridge,3,0.723764847785722,5.466588984397948
missforest,Protein,macro,ridge,4,0.6321125477059159,6.279855441944638
missforest,Protein,macro,knr,0,0.6949250250797501,6.330679796140542
missforest,Protein,macro,knr,1,0.6703799600795894,6.542188018544917
missforest,Protein,macro,knr,2,0.6772303219034979,6.433610330731296
missforest,Protein,macro,knr,3,0.6852069225434393,6.316666062169944
missforest,Protein,macro,knr,4,0.6766863352957302,6.484227008400533
missforest,Fat,macro,rf,0,0.94336189914374,2.9917137079610057
missforest,Fat,macro,rf,1,0.9502250412726528,3.032489461289525
missforest,Fat,macro,rf,2,0.9524944102183044,2.920786772697713
missforest,Fat,macro,rf,3,0.9505741937122248,3.0226120486456223
missforest,Fat,macro,rf,4,0.9468051947214212,3.0808421225802767
missforest,Fat,macro,ridge,0,0.9472724275862895,2.473084360769737
missforest,Fat,macro,ridge,1,0.9675342934429345,2.4290858038296435
missforest,Fat,macro,ridge,2,0.9687902109893202,2.342875694054696
missforest,Fat,macro,ridge,3,0.9696253142138656,2.3498870390065574
missforest,Fat,macro,ridge,4,0.9672613094473853,2.369565635923889
missforest,Fat,macro,knr,0,0.7299106469577562,6.672845198800198
missforest,Fat,macro,knr,1,0.7778748135826976,6.435884120386985
missforest,Fat,macro,knr,2,0.8034244048932024,6.029243732773763
missforest,Fat,macro,knr,3,0.8059412268074606,5.994792276476337
missforest,Fat,macro,knr,4,0.797634979545945,6.112680190344217
missforest,Carbohydrate,macro,rf,0,0.9124634985196906,7.3308901099867025
missforest,Carbohydrate,macro,rf,1,0.9168413619657917,7.03733059574118
missforest,Carbohydrate,macro,rf,2,0.915077704867594,7.163680669483139
missforest,Carbohydrate,macro,rf,3,0.9044736719024005,7.58958154500265
missforest,Carbohydrate,macro,rf,4,0.9176660702170627,7.124953512994496
missforest,Carbohydrate,macro,ridge,0,0.9535786030242832,5.290004398322022
missforest,Carbohydrate,macro,ridge,1,0.9499940487286423,5.1681132483802825
missforest,Carbohydrate,macro,ridge,2,0.9503691158813133,5.426224242239135
missforest,Carbohydrate,macro,ridge,3,0.9532323336729318,5.302606217189467
missforest,Carbohydrate,macro,ridge,4,0.9541092174782454,5.301422667725019
missforest,Carbohydrate,macro,knr,0,0.832396524776053,10.18633824792502
missforest,Carbohydrate,macro,knr,1,0.8138710293099415,10.54169964916445
missforest,Carbohydrate,macro,knr,2,0.8190975401570061,10.55571337224393
missforest,Carbohydrate,macro,knr,3,0.819278770611089,10.518502335717212
missforest,Carbohydrate,macro,knr,4,0.8325976455023154,10.170757769511294
missforest,Calcium,micro,rf,0,0.47395621027585194,240.23895766841315
missforest,Calcium,micro,rf,1,0.39273026134920774,242.18620817298242
missforest,Calcium,micro,rf,2,0.471189665740972,234.60049143815218
missforest,Calcium,micro,rf,3,0.3549733435149428,233.9106785778732
missforest,Calcium,micro,rf,4,0.34645672480437595,247.67695847293294
missforest,Calcium,micro,ridge,0,0.19792234611132403,292.4150357676982
missforest,Calcium,micro,ridge,1,-0.3076989261096467,344.3568918114411
missforest,Calcium,micro,ridge,2,-0.9248934341271721,364.8278022397872
missforest,Calcium,micro,ridge,3,-1.0915150108387803,396.1984976810411
missforest,Calcium,micro,ridge,4,-0.9116041808549677,358.70899108997713
missforest,Calcium,micro,knr,0,0.4352879804833524,248.20558409028308
missforest,Calcium,micro,knr,1,0.3734779543040344,245.6771999383587
missforest,Calcium,micro,knr,2,0.4189063686272322,243.85764208037827
missforest,Calcium,micro,knr,3,0.44801247732237226,231.39039979991603
missforest,Calcium,micro,knr,4,0.4182759161635669,239.7368535606698
missforest,Iron,micro,rf,0,0.28791867766772283,4.69977748465474
missforest,Iron,micro,rf,1,0.33663189455735304,4.4912773843275495
missforest,Iron,micro,rf,2,0.23720703818564157,4.902175967227899
missforest,Iron,micro,rf,3,0.18604582358300678,4.889457258936259
missforest,Iron,micro,rf,4,0.23824494845308597,4.86836895762825
missforest,Iron,micro,ridge,0,-0.1001589973175057,5.75469917599696
missforest,Iron,micro,ridge,1,-0.8260719834445078,6.824283515837749
missforest,Iron,micro,ridge,2,-0.8889346507079967,6.8358536391847124
missforest,Iron,micro,ridge,3,-0.38559421951999534,6.278084513890346
missforest,Iron,micro,ridge,4,-0.6659159517712573,6.686649484444599
missforest,Iron,micro,knr,0,0.10447318424004197,5.180869197282736
missforest,Iron,micro,knr,1,0.11726298878812318,5.090972012359705
missforest,Iron,micro,knr,2,0.1007019642166139,5.277315904853789
missforest,Iron,micro,knr,3,0.08640805027245398,5.256194686648975
missforest,Iron,micro,knr,4,0.05811509804926103,5.328127304654236
missforest,Vitamin_C,micro,rf,0,0.27084479243948234,21.805703764824294
missforest,Vitamin_C,micro,rf,1,0.26869683585953447,22.037814311762997
missforest,Vitamin_C,micro,rf,2,0.2779266435602013,21.59036342531295
missforest,Vitamin_C,micro,rf,3,0.2592345830645758,21.870783891438514
missforest,Vitamin_C,micro,rf,4,0.26848442225433444,21.76531980199467
missforest,Vitamin_C,micro,ridge,0,0.16032845867242024,23.505184348716703
missforest,Vitamin_C,micro,ridge,1,0.030897376419500834,25.263732824135783
missforest,Vitamin_C,micro,ridge,2,-0.16532609145502247,26.076964910981633
missforest,Vitamin_C,micro,ridge,3,0.08608443974736715,24.36761224259321
missforest,Vitamin_C,micro,ridge,4,0.05325109551372764,24.574671879105004
missforest,Vitamin_C,micro,knr,0,0.2228199299244856,22.56919802760454
missforest,Vitamin_C,micro,knr,1,0.18711455990580947,23.113917620710637
missforest,Vitamin_C,micro,knr,2,0.1594389209878439,23.24563035042969
missforest,Vitamin_C,micro,knr,3,0.17148283069440218,23.392096356260012
missforest,Vitamin_C,micro,knr,4,0.19177358885883847,23.06176670785057
pica,Protein,macro,rf,0,0.758097286907957,5.626620027531832
pica,Protein,macro,rf,1,0.7515404232330851,5.6904465619021956
pica,Protein,macro,rf,2,0.7578117908368182,5.5877189005253225
pica,Protein,macro,rf,3,0.7569810910974997,5.602481666837066
pica,Protein,macro,rf,4,0.7563186116388019,5.636329257763019
pica,Protein,macro,ridge,0,0.738740246223809,5.691640486396989
pica,Protein,macro,ridge,1,0.7668866838169848,5.372118816559852
pica,Protein,macro,ridge,2,0.7992113437148184,5.135598088288296
pica,Protein,macro,ridge,3,0.7906304241266336,5.006190704266552
pica,Protein,macro,ridge,4,0.7590775295585714,5.481452761241784
pica,Protein,macro,knr,0,0.6862323553397072,6.4192571436210955
pica,Protein,macro,knr,1,0.6795534130658047,6.445512878875405
pica,Protein,macro,knr,2,0.6952816348229465,6.3123685354871215
pica,Protein,macro,knr,3,0.6625610969426475,6.574315300708586
pica,Protein,macro,knr,4,0.6659490244711235,6.57118209388963
pica,Fat,macro,rf,0,0.9440575141247717,2.9704367160642606
pica,Fat,macro,rf,1,0.9525188721755278,2.9685701390016126
pica,Fat,macro,rf,2,0.954566862856186,2.8582303581620594
pica,Fat,macro,rf,3,0.9516761897344758,2.988737436660553
pica,Fat,macro,rf,4,0.9475881613564183,3.07944061403512
pica,Fat,macro,ridge,0,0.8940244226364813,2.9500235468040197
pica,Fat,macro,ridge,1,0.9416094466358393,3.011298598343455
pica,Fat,macro,ridge,2,0.9661590948138243,2.4127540166981047
pica,Fat,macro,ridge,3,0.9684118109817987,2.4092699351961544
pica,Fat,macro,ridge,4,0.9670083980800346,2.3742161061920704
pica,Fat,macro,knr,0,0.6915275311922569,6.926595122018672
pica,Fat,macro,knr,1,0.7578135075359145,6.700124024989805
pica,Fat,macro,knr,2,0.7295230775420336,6.868003914269147
pica,Fat,macro,knr,3,0.7472767066045741,6.740907228502382
pica,Fat,macro,knr,4,0.7320172478294544,6.882548791537528
pica,Carbohydrate,macro,rf,0,0.9191997642415825,7.027382148346435
pica,Carbohydrate,macro,rf,1,0.9202541863068887,6.8806713755608655
pica,Carbohydrate,macro,rf,2,0.9207264767796495,6.886392567664862
pica,Carbohydrate,macro,rf,3,0.913279796097435,7.244093849095236
pica,Carbohydrate,macro,rf,4,0.9225506662114406,6.910478012520004
pica,Carbohydrate,macro,ridge,0,0.9496600831812249,5.532430112036874
pica,Carbohydrate,macro,ridge,1,0.939117521100935,5.8742004645410395
pica,Carbohydrate,macro,ridge,2,0.9455292017199687,5.621835992760222
pica,Carbohydrate,macro,ridge,3,0.9507257283447095,5.468943671151374
pica,Carbohydrate,macro,ridge,4,0.9518936740456384,5.4161799829504425
pica,Carbohydrate,macro,knr,0,0.8237243320514711,10.433817676683455
pica,Carbohydrate,macro,knr,1,0.8137016103397954,10.614299444249832
pica,Carbohydrate,macro,knr,2,0.8108862139079804,10.770409446282098
pica,Carbohydrate,macro,knr,3,0.816077402647362,10.62410130530142
pica,Carbohydrate,macro,knr,4,0.8205304941278768,10.554641014299857
pica,Calcium,micro,rf,0,0.49344886356699946,236.23263235364826
pica,Calcium,micro,rf,1,0.4097520562408972,239.50108096490712
pica,Calcium,micro,rf,2,0.5006277236179935,230.83968542357448
pica,Calcium,micro,rf,3,0.2944273507660946,239.57165679158396
pica,Calcium,micro,rf,4,0.3647889125404923,247.30800375400568
pica,Calcium,micro,ridge,0,0.42679443101130976,253.064443873176
pica,Calcium,micro,ridge,1,0.1496757080691842,289.3119944214772
pica,Calcium,micro,ridge,2,-0.06781498677310493,300.7878995427493
pica,Calcium,micro,ridge,3,-0.2405757188628558,329.48834966454575
pica,Calcium,micro,ridge,4,-0.021095408640142966,302.4805806469441
pica,Calcium,micro,knr,0,0.4517217421635976,244.8412452627403
pica,Calcium,micro,knr,1,0.3885074457505542,243.1510881985379
pica,Calcium,micro,knr,2,0.4705446714260309,234.93213002665448
pica,Calcium,micro,knr,3,0.4130994339852476,236.29945956845341
pica,Calcium,micro,knr,4,0.4503929146979534,234.209931812585
pica,Iron,micro,rf,0,0.32215928086667295,4.546332510026969
pica,Iron,micro,rf,1,0.402404290703587,4.273953329828375
pica,Iron,micro,rf,2,0.2975258116775298,4.738095849895514
pica,Iron,micro,rf,3,0.28833497005203557,4.625563060928143
pica,Iron,micro,rf,4,0.36879227308550233,4.488020186353336
