method,target,target_type,regressor,cv_seed,r2,rmse
knn_k10,Carbohydrate,macro,rf,1,0.926566861681807,6.578899055767709
knn_k10,Carbohydrate,macro,rf,2,0.9204274388938621,6.951837699255968
knn_k10,Carbohydrate,macro,rf,3,0.9161342238055139,7.102514843822239
knn_k10,Carbohydrate,macro,rf,4,0.9238987674570559,6.864941248407007
knn_k10,Carbohydrate,macro,ridge,0,0.9547571075021043,5.2065196363799
knn_k10,Carbohydrate,macro,ridge,1,0.9512542566211977,5.04295391962183
knn_k10,Carbohydrate,macro,ridge,2,0.9515946574074932,5.384185052715077
knn_k10,Carbohydrate,macro,ridge,3,0.9528790114266492,5.286538996974888
knn_k10,Carbohydrate,macro,ridge,4,0.9543519805858034,5.286834480425162
knn_k10,Carbohydrate,macro,knr,0,0.8454538855013691,9.774204570286106
knn_k10,Carbohydrate,macro,knr,1,0.8379514052463184,9.839096327833188
knn_k10,Carbohydrate,macro,knr,2,0.8344321953703355,10.106872582649018
knn_k10,Carbohydrate,macro,knr,3,0.8334288252496307,10.072281107537332
knn_k10,Carbohydrate,macro,knr,4,0.8391331817597738,9.983983935714573
knn_k10,Calcium,micro,rf,0,0.47815475550660863,241.12528231046608
knn_k10,Calcium,micro,rf,1,0.37722262324751876,246.00787870937256
knn_k10,Calcium,micro,rf,2,0.47949610204373594,231.65789355709222
knn_k10,Calcium,micro,rf,3,0.29909422384059237,241.2327194473434
knn_k10,Calcium,micro,rf,4,0.31977395091366423,252.9246231208333
knn_k10,Calcium,micro,ridge,0,0.4189814428298432,255.05407935007807
knn_k10,Calcium,micro,ridge,1,0.06988724139061986,310.73438221097115
knn_k10,Calcium,micro,ridge,2,-0.22620593843138376,316.5674977618333
knn_k10,Calcium,micro,ridge,3,-0.8654822872338155,364.18823696464915
knn_k10,Calcium,micro,ridge,4,-0.3570514006242721,325.6821007848804
knn_k10,Calcium,micro,knr,0,0.47883402108502315,238.59563082950794
knn_k10,Calcium,micro,knr,1,0.4119037666511072,240.68105063976776
knn_k10,Calcium,micro,knr,2,0.4954431288008895,229.727299216395
knn_k10,Calcium,micro,knr,3,0.4142281441545384,236.38608451822165
knn_k10,Calcium,micro,knr,4,0.4350703171952775,237.6585603820421
knn_k10,Iron,micro,rf,0,0.08791501233114347,5.174238451691936
knn_k10,Iron,micro,rf,1,0.15263366209681284,4.988404439558876
knn_k10,Iron,micro,rf,2,0.1137402641352675,5.1940885377505825
knn_k10,Iron,micro,rf,3,0.11237068806952515,5.114579934864077
knn_k10,Iron,micro,rf,4,0.18653603473962335,5.039971149374283
knn_k10,Iron,micro,ridge,0,-0.7753344802530457,6.172171857990824
knn_k10,Iron,micro,ridge,1,-0.7082183557479229,6.055124743747504
knn_k10,Iron,micro,ridge,2,-0.14800179523120605,5.721793906123559
knn_k10,Iron,micro,ridge,3,-0.4517503210439354,6.034286624840004
knn_k10,Iron,micro,ridge,4,-0.7187756984696021,6.6956839354828315
knn_k10,Iron,micro,knr,0,0.040528646630037746,5.33261003723828
knn_k10,Iron,micro,knr,1,0.1137790382016132,5.119615107271515
knn_k10,Iron,micro,knr,2,0.04944390285756124,5.394066860682483
knn_k10,Iron,micro,knr,3,0.05061051608086018,5.367654434805097
knn_k10,Iron,micro,knr,4,-0.04581948856826843,5.589031965101421
knn_k10,Vitamin_C,micro,rf,0,0.4002318172009628,19.54837673769871
knn_k10,Vitamin_C,micro,rf,1,0.459876106837089,18.879988436870367
knn_k10,Vitamin_C,micro,rf,2,0.45468940758124654,18.559173206851703
knn_k10,Vitamin_C,micro,rf,3,0.45291865401980136,18.6478949398947
knn_k10,Vitamin_C,micro,rf,4,0.474725046825608,18.526924576966024
knn_k10,Vitamin_C,micro,ridge,0,0.12988377065160656,23.746826656994763
knn_k10,Vitamin_C,micro,ridge,1,0.051784516943991665,24.97410928272844
knn_k10,Vitamin_C,micro,ridge,2,0.07526809102157077,24.340110301567663
knn_k10,Vitamin_C,micro,ridge,3,0.11459503171664039,24.01752449798915
knn_k10,Vitamin_C,micro,ridge,4,0.1359143664843111,23.79667905752632
knn_k10,Vitamin_C,micro,knr,0,0.22778059915260407,22.55291929031876
knn_k10,Vitamin_C,micro,knr,1,0.19528484644337232,22.969275213659408
knn_k10,Vitamin_C,micro,knr,2,0.17341961639610995,23.185705630563685
knn_k10,Vitamin_C,micro,knr,3,0.18315981322367159,23.185612033569594
knn_k10,Vitamin_C,micro,knr,4,0.14226267546436833,23.722738951665338
softimpute,Protein,macro,rf,0,0.802226551128254,5.0556458169242555
softimpute,Protein,macro,rf,1,0.7976628118028654,5.114347049785917
