method,target,regressor,r2_mean,r2_std,rmse_mean
mice,Vitamin_C,knr,-0.010067538332186956,0.08619952046131815,61.59167671687469
mice,Vitamin_C,rf,-0.37455167675490764,0.4208519441459323,63.44328645979938
mice,Vitamin_C,ridge,-0.5904021496832665,0.421493041989789,69.32177285186168
missforest,Calcium,knr,0.500125037878311,0.024142737599048128,141.62662612806673
missforest,Calcium,rf,0.5231294997515077,0.06743810652149881,135.71219676403967
missforest,Calcium,ridge,-0.20508618268786316,0.30466204357092236,190.380887934612
missforest,Carbohydrate,knr,0.9316745041730101,0.0009905657405437037,6.706155103343377
missforest,Carbohydrate,rf,0.971049592044731,0.0009675595485394401,4.348345018134247
missforest,Carbohydrate,ridge,0.9648330887726451,0.0031750174483678247,4.644471933688004
missforest,Fat,knr,0.9476372933404879,0.001920964333873602,3.701293826932404
missforest,Fat,rf,0.9926740224267041,0.00017560150678828227,1.3923934870774815
missforest,Fat,ridge,0.9839847818098388,0.0015682489104892749,1.991626600603119
missforest,Iron,knr,0.5754501444060774,0.010047212792423387,3.503825578913953
missforest,Iron,rf,0.5955446538390476,0.01893902266865598,3.4165927032484062
missforest,Iron,ridge,0.3017194998449597,0.027109446591498283,4.468220284223258
missforest,Protein,knr,0.8630536088059577,0.003040941931839571,4.006773482216799
missforest,Protein,rf,0.9047137172921083,0.004996032001628402,3.3312188383434838
missforest,Protein,ridge,0.85967686874224,0.017750435521352706,3.9374941094673668
missforest,Vitamin_C,knr,-0.17895280683901152,0.28935005215426524,63.15110640350751
missforest,Vitamin_C,rf,-0.4413859210355212,0.43174509442839465,65.46183559248861
missforest,Vitamin_C,ridge,-0.7947214195763984,0.610556898979778,71.70413412827375
pica,Calcium,knr,0.5141320911932383,0.022456875281433683,139.76555045548326
pica,Calcium,rf,0.5511907962028902,0.0628381827469084,131.55319430826802
pica,Calcium,ridge,-0.12156929214824586,0.27787487161998314,185.17205822046068
pica,Carbohydrate,knr,0.9431697411691919,0.0011739479685194784,6.102340198533358
pica,Carbohydrate,rf,0.9729705075054719,0.0007442406398553222,4.1970842793682435
pica,Carbohydrate,ridge,0.9581266563605068,0.003938009025039918,4.873655720428102
pica,Fat,knr,0.9568443799125047,0.0005271220045348502,3.3673648897177046
pica,Fat,rf,0.9927451227415798,0.0001501720172320521,1.3855475871948095
pica,Fat,ridge,0.9784222721078336,0.002362080036064136,2.204673316935986
pica,Iron,knr,0.5908707814342355,0.010214965302422276,3.4275172218607404
pica,Iron,rf,0.6030319018409834,0.016811048695173008,3.3848833240893095
pica,Iron,ridge,0.25687004032144733,0.06125513674487553,4.586547578968194
pica,Protein,knr,0.8714338128583898,0.003662633903143598,3.879361413242593
pica,Protein,rf,0.9095139276465641,0.0047210653802791476,3.2442015628951255
pica,Protein,ridge,0.8480608798091709,0.02425042081888637,4.014066350111301
pica,Vitamin_C,knr,-0.1766525695782994,0.23701484931166136,63.27497022359213
pica,Vitamin_C,rf,-0.36134166778056653,0.4184846193094525,63.57200796928705
pica,Vitamin_C,ridge,-0.8419973846226723,0.6384240442584318,72.13823148396183
softimpute,Calcium,knr,0.5173783011567913,0.02492461883204475,139.33818807232942
softimpute,Calcium,rf,0.5446903375658542,0.06565649931214736,132.53090925953748
softimpute,Calcium,ridge,-0.25755101839673544,0.31763551918256094,192.2110641239529
softimpute,Carbohydrate,knr,0.9413177164571298,0.0017489564661416887,6.202057526379466
softimpute,Carbohydrate,rf,0.9729426718252296,0.0008299640450131022,4.201794543870188
softimpute,Carbohydrate,ridge,0.9590728819743136,0.00358454259322979,4.8338046902400915
softimpute,Fat,knr,0.9567664184095822,0.00040670746413634965,3.3695564835008356
softimpute,Fat,rf,0.9927666329745517,0.00016896884729884832,1.3832578256208372
softimpute,Fat,ridge,0.9783658080939823,0.002200318421443933,2.206302231135743
softimpute,Iron,knr,0.5889167277081508,0.012916475776234873,3.4362173420307833
softimpute,Iron,rf,0.5950650422431389,0.014636183230197476,3.418783908060088
softimpute,Iron,ridge,0.25870448381970446,0.05285390987247869,4.586719468679037
softimpute,Protein,knr,0.870695801038176,0.0033710331044438705,3.8885171253818966
softimpute,Protein,rf,0.9101610021610973,0.005097348451102726,3.2313260341072114
softimpute,Protein,ridge,0.8496009245072917,0.024319242242628474,3.99684241767867
softimpute,Vitamin_C,knr,-0.11557336903607207,0.20580903941650702,62.73176162766161
softimpute,Vitamin_C,rf,-0.5885716315230229,0.563533388147886,66.2273156943684
softimpute,Vitamin_C,ridge,-0.9523564221657675,0.7417735805411543,73.30384174229623
