method,target,target_type,regressor,cv_seed,r2,rmse
knn_k10,Protein,macro,ridge,1,0.8032879225693061,5.020906371445301
knn_k10,Protein,macro,ridge,2,0.8302323145589536,4.702108920137011
knn_k10,Protein,macro,ridge,3,0.8121818286104041,4.738410422149275
knn_k10,Protein,macro,ridge,4,0.7999858184423079,5.000182048720944
knn_k10,Protein,macro,knr,0,0.6601196728584744,6.680363037554855
knn_k10,Protein,macro,knr,1,0.6396277954955621,6.805024845032376
knn_k10,Protein,macro,knr,2,0.6402834597224765,6.848313736115998
knn_k10,Protein,macro,knr,3,0.6347073220102623,6.872213202807181
knn_k10,Protein,macro,knr,4,0.6323902495212768,6.893070519190127
knn_k10,Fat,macro,rf,0,0.9466410319209329,2.9175698570241284
knn_k10,Fat,macro,rf,1,0.9506324253719669,3.0261799419017033
knn_k10,Fat,macro,rf,2,0.9528396231462036,2.9103324126484593
knn_k10,Fat,macro,rf,3,0.952872794971368,2.9472309692056595
knn_k10,Fat,macro,rf,4,0.9477792431598114,3.0641782667265565
knn_k10,Fat,macro,ridge,0,0.9573768747644362,2.3528465247479367
knn_k10,Fat,macro,ridge,1,0.9701403646642032,2.312378301048139
knn_k10,Fat,macro,ridge,2,0.9690536401629363,2.3324978122258844
knn_k10,Fat,macro,ridge,3,0.9699291746363775,2.332830625164092
knn_k10,Fat,macro,ridge,4,0.9680055514247752,2.340573510007581
knn_k10,Fat,macro,knr,0,0.7135191574765829,6.631184109072213
knn_k10,Fat,macro,knr,1,0.7609179253030778,6.638847369997043
knn_k10,Fat,macro,knr,2,0.7489863718926105,6.587848695124103
knn_k10,Fat,macro,knr,3,0.774448179080605,6.357321950364052
knn_k10,Fat,macro,knr,4,0.7505167037099253,6.65759802092975
knn_k10,Carbohydrate,macro,rf,0,0.90981865570108,7.4479700842465135
knn_k10,Carbohydrate,macro,rf,1,0.9153271472552689,7.101916171562927
knn_k10,Carbohydrate,macro,rf,2,0.9119733082504862,7.309873596659811
knn_k10,Carbohydrate,macro,rf,3,0.9058942805637242,7.531086482650667
knn_k10,Carbohydrate,macro,rf,4,0.9136416284859354,7.3135927817455935
knn_k10,Carbohydrate,macro,ridge,0,0.95398252179858,5.258281472085331
knn_k10,Carbohydrate,macro,ridge,1,0.9508448206004889,5.068263364635785
knn_k10,Carbohydrate,macro,ridge,2,0.9509009387637202,5.421171248519595
knn_k10,Carbohydrate,macro,ridge,3,0.9523738070973844,5.31867058802513
knn_k10,Carbohydrate,macro,ridge,4,0.9538093202472991,5.314133960288248
knn_k10,Carbohydrate,macro,knr,0,0.8398095672402575,9.951079680537621
knn_k10,Carbohydrate,macro,knr,1,0.8234393458246722,10.307267100125742
knn_k10,Carbohydrate,macro,knr,2,0.8199255452238825,10.532639094291408
knn_k10,Carbohydrate,macro,knr,3,0.8171470610966761,10.5494219142814
knn_k10,Carbohydrate,macro,knr,4,0.8254013145975414,10.410943737559602
knn_k10,Calcium,micro,rf,0,0.4709093457024599,242.31149017429007
knn_k10,Calcium,micro,rf,1,0.3669661537731448,246.8118488027363
knn_k10,Calcium,micro,rf,2,0.4639007138776366,235.00795271679416
knn_k10,Calcium,micro,rf,3,0.2946730564191363,242.8806397980502
knn_k10,Calcium,micro,rf,4,0.30892970701648037,255.97306614282243
knn_k10,Calcium,micro,ridge,0,0.42661650495089926,253.4253945555247
knn_k10,Calcium,micro,ridge,1,0.10202906457924243,305.34109155413523
knn_k10,Calcium,micro,ridge,2,-0.1648127078354166,312.3389832239557
knn_k10,Calcium,micro,ridge,3,-0.80943527325866,360.20920210357673
knn_k10,Calcium,micro,ridge,4,-0.20276540646541336,315.5119454008616
knn_k10,Calcium,micro,knr,0,0.4666943191275628,241.39145658912304
knn_k10,Calcium,micro,knr,1,0.3798316014755072,245.71088835028172
knn_k10,Calcium,micro,knr,2,0.48068154283715314,232.5012318513995
knn_k10,Calcium,micro,knr,3,0.4040180233540854,236.05200652338658
knn_k10,Calcium,micro,knr,4,0.40487126872282975,242.61828146548618
knn_k10,Iron,micro,rf,0,0.08523472357845319,5.188314940995868
knn_k10,Iron,micro,rf,1,0.12904921204130823,5.041138027779304
knn_k10,Iron,micro,rf,2,0.10046775285238334,5.2396213300763765
knn_k10,Iron,micro,rf,3,0.09619718570056657,5.1408856653761
knn_k10,Iron,micro,rf,4,0.17128133240477006,5.082086072056643
knn_k10,Iron,micro,ridge,0,-0.7984396330558321,6.34487758497318
knn_k10,Iron,micro,ridge,1,-0.7388892531225397,6.119332304000032
knn_k10,Iron,micro,ridge,2,-0.3459999840726436,6.098606406595873
knn_k10,Iron,micro,ridge,3,-0.4457058060715478,6.035200770303959
knn_k10,Iron,micro,ridge,4,-0.848794874107017,6.940561575376248
knn_k10,Iron,micro,knr,0,0.032309149099554624,5.366519422043472
knn_k10,Iron,micro,knr,1,0.07636929498577345,5.192980015852745
knn_k10,Iron,micro,knr,2,0.021323011966984606,5.452131781892695
knn_k10,Iron,micro,knr,3,0.03286312625849659,5.392432973455405
knn_k10,Iron,micro,knr,4,-0.07801279225438851,5.673373551910084
knn_k10,Vitamin_C,micro,rf,0,0.16442231385984168,23.214655837793543
knn_k10,Vitamin_C,micro,rf,1,0.22509197872087044,22.71411381674805
knn_k10,Vitamin_C,micro,rf,2,0.19655149123876417,22.730816086319283
knn_k10,Vitamin_C,micro,rf,3,0.20382189233978615,22.496920839951258
knn_k10,Vitamin_C,micro,rf,4,0.18832881316869174,23.00748423013429
knn_k10,Vitamin_C,micro,ridge,0,0.1305397870396515,23.77879591979886
knn_k10,Vitamin_C,micro,ridge,1,0.012614621070002973,25.366142642741448
knn_k10,Vitamin_C,micro,ridge,2,0.03292587867193131,24.9208576530746
knn_k10,Vitamin_C,micro,ridge,3,0.08298226572184164,24.443354884621847
knn_k10,Vitamin_C,micro,ridge,4,0.0976506347363942,24.379957343432462
knn_k10,Vitamin_C,micro,knr,0,0.17181955522982145,23.281888268788713
knn_k10,Vitamin_C,micro,knr,1,0.13288999790129488,23.889348610979255
knn_k10,Vitamin_C,micro,knr,2,0.11591580637351513,23.917883859724974
knn_k10,Vitamin_C,micro,knr,3,0.1326264974306764,23.85826787532246
knn_k10,Vitamin_C,micro,knr,4,0.11663944134623054,24.131335291542648
softimpute,Protein,macro,rf,0,0.7158290659385292,6.074434124439171
softimpute,Protein,macro,rf,1,0.7051335218552459,6.2124671476760245
softimpute,Protein,macro,rf,2,0.6982964597277439,6.211534038716437
softimpute,Protein,macro,rf,3,0.7120493607704781,6.077959051415764
softimpute,Protein,macro,rf,4,0.7080522196467003,6.15626711517192
softimpute,Protein,macro,ridge,0,0.750435319838979,5.508512505315167
softimpute,Protein,macro,ridge,1,0.7829532608290005,5.197640408258231
softimpute,Protein,macro,ridge,2,0.8092963985076642,5.004907490765052
softimpute,Protein,macro,ridge,3,0.796161672474491,4.921894275415138
softimpute,Protein,macro,ridge,4,0.7819773491171527,5.199729113613405
softimpute,Protein,macro,knr,0,0.6795493740284517,6.480930707342334
softimpute,Protein,macro,knr,1,0.6713819918058339,6.531620235591946
softimpute,Protein,macro,knr,2,0.6749324610405459,6.504909946478193
softimpute,Protein,macro,knr,3,0.6673585386011964,6.555669045561013
softimpute,Protein,macro,knr,4,0.6676927924630567,6.552091911165266
softimpute,Fat,macro,rf,0,0.9458985002101427,2.931609905913249
softimpute,Fat,macro,rf,1,0.9522679097951393,2.9754364766744983
softimpute,Fat,macro,rf,2,0.9538800329497178,2.8807099005984376
softimpute,Fat,macro,rf,3,0.9514326659589113,2.9944628771743935
softimpute,Fat,macro,rf,4,0.9477264983956211,3.071071550115886
softimpute,Fat,macro,ridge,0,0.8971205071968468,2.9266009437635274
softimpute,Fat,macro,ridge,1,0.9431584117867597,2.9969830993313367
softimpute,Fat,macro,ridge,2,0.9659933247778213,2.4253628300667924
softimpute,Fat,macro,ridge,3,0.9676932170816241,2.4384691710774526
softimpute,Fat,macro,ridge,4,0.9671285113403997,2.3720870592814323
softimpute,Fat,macro,knr,0,0.7059083288664929,6.68008728503011
softimpute,Fat,macro,knr,1,0.7732882102107165,6.504932266488302
softimpute,Fat,macro,knr,2,0.751389344869051,6.56656757207468
softimpute,Fat,macro,knr,3,0.7654082885089639,6.550714461548495
softimpute,Fat,macro,knr,4,0.7550985733046595,6.585506295812557
softimpute,Carbohydrate,macro,rf,0,0.908415922620183,7.483348728197997
softimpute,Carbohydrate,macro,rf,1,0.9090454446149077,7.318036351091392
softimpute,Carbohydrate,macro,rf,2,0.9112733760388189,7.345807642857511
softimpute,Carbohydrate,macro,rf,3,0.9019617831082718,7.678120375093099
softimpute,Carbohydrate,macro,rf,4,0.9112478612949293,7.371408132251683
softimpute,Carbohydrate,macro,ridge,0,0.9506071195937812,5.468824001526583
softimpute,Carbohydrate,macro,ridge,1,0.9438992218029139,5.621525888926111
softimpute,Carbohydrate,macro,ridge,2,0.9463982722335833,5.602512881884221
softimpute,Carbohydrate,macro,ridge,3,0.9518405804020407,5.403059359013321
softimpute,Carbohydrate,macro,ridge,4,0.9528961865214016,5.367481849045791
softimpute,Carbohydrate,macro,knr,0,0.8183782028160536,10.60449381345447
softimpute,Carbohydrate,macro,knr,1,0.8065908391213845,10.703160360071347
softimpute,Carbohydrate,macro,knr,2,0.8138899333855157,10.710756350337677
softimpute,Carbohydrate,macro,knr,3,0.8170838683673939,10.57226888109096
softimpute,Carbohydrate,macro,knr,4,0.8166900019836483,10.666686676956063
softimpute,Calcium,micro,rf,0,0.4738695043943689,240.20924863874043
softimpute,Calcium,micro,rf,1,0.41468165454233963,237.07910680731797
softimpute,Calcium,micro,rf,2,0.4514680519957146,238.67880755056044
softimpute,Calcium,micro,rf,3,0.30279654335233175,242.92916378347454
softimpute,Calcium,micro,rf,4,0.3927100099992771,245.79289028573476
softimpute,Calcium,micro,ridge,0,0.39922448729538995,259.05085536583823
softimpute,Calcium,micro,ridge,1,0.09485120260356057,312.2136731853591
softimpute,Calcium,micro,ridge,2,-0.48455284942821686,357.72321428431394
softimpute,Calcium,micro,ridge,3,-1.3686403068577764,364.8628368717473
softimpute,Calcium,micro,ridge,4,0.02886114207788204,301.52011655782536
softimpute,Calcium,micro,knr,0,0.41483843976791074,251.34700789698007
softimpute,Calcium,micro,knr,1,0.41317922073126645,241.04998508829522
softimpute,Calcium,micro,knr,2,0.436228148640782,242.61627074282623
softimpute,Calcium,micro,knr,3,0.34869928700887387,244.0130814856098
softimpute,Calcium,micro,knr,4,0.40671542362359875,246.00349368235842
softimpute,Iron,micro,rf,0,0.1294226847652074,5.06747858109375
softimpute,Iron,micro,rf,1,0.15009856566995197,4.9874547725600875
softimpute,Iron,micro,rf,2,0.09371976555675747,5.250135292756497
softimpute,Iron,micro,rf,3,0.08050748005364092,5.164981293802894
softimpute,Iron,micro,rf,4,0.1530749694990115,5.113703411063004
softimpute,Iron,micro,ridge,0,-1.3068672690360452,6.603391955281417
softimpute,Iron,micro,ridge,1,-1.3540549609800876,6.770684008239362
softimpute,Iron,micro,ridge,2,-0.45527458078043315,6.191442129619924
softimpute,Iron,micro,ridge,3,-0.6218852814581879,6.261305418107875
softimpute,Iron,micro,ridge,4,-0.8607196172382858,6.89791966789371
softimpute,Iron,micro,knr,0,0.016068965081210564,5.389239421153409
softimpute,Iron,micro,knr,1,0.0651558898458342,5.2209007767842746
softimpute,Iron,micro,knr,2,0.04423964361308452,5.424841978376353
softimpute,Iron,micro,knr,3,0.0449604140118411,5.4113114195319545
softimpute,Iron,micro,knr,4,0.0037590792444837317,5.484054523716303
softimpute,Vitamin_C,micro,rf,0,0.2003421486848275,22.74452992037898
softimpute,Vitamin_C,micro,rf,1,0.1925820376754708,23.248716084460476
softimpute,Vitamin_C,micro,rf,2,0.1890825571158528,22.80989962026327
softimpute,Vitamin_C,micro,rf,3,0.1725930645177493,22.909002865838463
softimpute,Vitamin_C,micro,rf,4,0.21382354905991052,22.668399096911337
softimpute,Vitamin_C,micro,ridge,0,0.15753099031967524,23.52571277375671
softimpute,Vitamin_C,micro,ridge,1,0.014139454414641794,25.49204298359312
softimpute,Vitamin_C,micro,ridge,2,-0.47819798798708446,27.382302359489962
softimpute,Vitamin_C,micro,ridge,3,-0.031640056527001435,25.651957298973123
softimpute,Vitamin_C,micro,ridge,4,0.14054322617944087,23.761047683997326
softimpute,Vitamin_C,micro,knr,0,0.22428733134665607,22.607295449660075
softimpute,Vitamin_C,micro,knr,1,0.1639412730206276,23.49457771811082
softimpute,Vitamin_C,micro,knr,2,0.12072710412660237,23.702275098551958
softimpute,Vitamin_C,micro,knr,3,0.16346447708287848,23.48469672727774
softimpute,Vitamin_C,micro,knr,4,0.14754300187953573,23.612067490253146
masked_nmf,Protein,macro,rf,0,0.49418761847084997,8.134234857624175
masked_nmf,Protein,macro,rf,1,0.5046816787331603,8.082998000844345
masked_nmf,Protein,macro,rf,2,0.5234454097377468,7.901226980900022
masked_nmf,Protein,macro,rf,3,0.5169202730506316,7.90221182378459
masked_nmf,Protein,macro,rf,4,0.5250717474973736,7.867470950896471
masked_nmf,Protein,macro,ridge,0,0.22080298614806465,10.079039913585834
masked_nmf,Protein,macro,ridge,1,0.23012257835919742,10.060468317577621
masked_nmf,Protein,macro,ridge,2,0.22137610572252164,10.03141933294813
masked_nmf,Protein,macro,ridge,3,0.219843559806762,10.010621555546525
masked_nmf,Protein,macro,ridge,4,0.22944042539469814,10.030729535964177
masked_nmf,Protein,macro,knr,0,0.4980519440063861,8.124192099327548
masked_nmf,Protein,macro,knr,1,0.49190986550511895,8.192009317879267
masked_nmf,Protein,macro,knr,2,0.5217924377121246,7.927674450470389
masked_nmf,Protein,macro,knr,3,0.4951814847395057,8.069693803789054
masked_nmf,Protein,macro,knr,4,0.5297322887750893,7.838678763789446
masked_nmf,Fat,macro,rf,0,0.6558227508473997,7.485547316372399
masked_nmf,Fat,macro,rf,1,0.6743854107587659,7.677909457857988
masked_nmf,Fat,macro,rf,2,0.6636475998179386,7.775651678034767
masked_nmf,Fat,macro,rf,3,0.6624165459600837,7.874259921858474
masked_nmf,Fat,macro,rf,4,0.6750751719664507,7.7540440569725915
masked_nmf,Fat,macro,ridge,0,0.2582186597120996,11.601774938685125
masked_nmf,Fat,macro,ridge,1,0.24606313152125833,11.822589262542927
masked_nmf,Fat,macro,ridge,2,0.2283951587681578,11.919282559746003
masked_nmf,Fat,macro,ridge,3,0.2429475204331796,11.902259605481404
masked_nmf,Fat,macro,ridge,4,0.2417279614856028,11.890521033819198
masked_nmf,Fat,macro,knr,0,0.5711499781189693,8.518276070192261
masked_nmf,Fat,macro,knr,1,0.5668734725782631,8.87059752855357
masked_nmf,Fat,macro,knr,2,0.585876922312348,8.605433576828933
masked_nmf,Fat,macro,knr,3,0.57405176406359,8.777530118004169
masked_nmf,Fat,macro,knr,4,0.5950586151855417,8.567080575195064
masked_nmf,Carbohydrate,macro,rf,0,0.6218070351401859,15.299128919566602
masked_nmf,Carbohydrate,macro,rf,1,0.6039090047506265,15.489071956172532
masked_nmf,Carbohydrate,macro,rf,2,0.6127915626459238,15.44766005113811
masked_nmf,Carbohydrate,macro,rf,3,0.6282122767000343,15.16539990634772
masked_nmf,Carbohydrate,macro,rf,4,0.6207330715529246,15.340758939084589
masked_nmf,Carbohydrate,macro,ridge,0,0.29208076937478933,20.988080988356863
masked_nmf,Carbohydrate,macro,ridge,1,0.2770478394530702,21.12001872525318
