missing_frac,seed,method,nrmse
0.15,1337,knn_k10,0.778198152284568
0.15,1337,knn_k5,0.8176243981261996
0.15,1337,softimpute,0.8625745370924248
0.15,2024,knn_k10,0.8087218861267376
0.15,2024,knn_k5,0.8023075828591038
0.15,2024,softimpute,0.8718641193172384
0.15,7,knn_k10,0.7372607025230222
0.15,7,knn_k5,0.7506181027501386
0.15,7,softimpute,0.8380093800463878
0.15,99,knn_k10,0.7951603870208168
0.15,99,knn_k5,0.8015380504424718
0.15,99,softimpute,0.8471076201644259
0.15,555,knn_k10,0.7545976101106366
0.15,555,knn_k5,0.7473003162060013
0.15,555,softimpute,0.8686720225272699
0.15,31337,knn_k10,0.8063158059177292
0.15,31337,knn_k5,0.8033481940449607
0.15,31337,softimpute,0.8300170717363399
0.2,123,knn_k10,0.8765080382863804
0.2,123,knn_k5,0.8785374943076615
0.2,123,softimpute,0.8909409579698412
0.2,456,knn_k10,0.8519160881077639
0.2,456,knn_k5,0.8611383885096243
0.2,456,softimpute,0.8804101643998036
0.2,789,knn_k10,0.8754617633923821
0.2,789,knn_k5,0.8797525432462376
0.2,789,softimpute,0.8615875231247478
0.2,1024,knn_k10,0.8471966513849803
0.2,1024,knn_k5,0.855033924725733
0.2,1024,softimpute,0.8898998501181817
0.2,1337,knn_k10,0.8301897047639877
0.2,1337,knn_k5,0.8377374948931392
0.2,1337,softimpute,0.8553569028277856
0.2,2024,knn_k10,0.8370342075368112
0.2,2024,knn_k5,0.8458329252552517
0.2,2024,softimpute,0.8590741364450472
0.2,7,knn_k10,0.8424440446514561
0.2,7,knn_k5,0.8462471252708111
0.2,7,softimpute,0.8311694700049423
0.2,99,knn_k10,0.8295356453922196
0.2,99,knn_k5,0.8673108188144705
0.2,99,softimpute,0.8698482910640037
0.2,555,knn_k10,0.8458934397970848
0.2,555,knn_k5,0.8859885656410502
0.2,555,softimpute,0.8740074567080095
0.2,31337,knn_k10,0.8613342429674802
0.2,31337,knn_k5,0.8534600653898152
0.2,31337,softimpute,0.8675590108007858
0.25,123,knn_k10,0.9277747644783776
