seed,method,frac,nrmse,clf_acc,clf_f1,cov_relerr,prec_relerr
123,mean,0.4,1.0099928005801324,0.6952380952380952,0.4644531024531024,0.662227636391888,0.6094749434283039
123,median,0.4,1.0406254113741369,0.6666666666666666,0.41704096780412564,0.6698924155358738,0.5558598984442267
123,knn_k10,0.4,1.011959075369767,0.6761904761904761,0.4072233442512081,0.6008422428600798,0.5044848204273029
123,softimpute,0.4,1.1132604142952613,0.6571428571428571,0.37169209416887433,0.642956256840743,0.6394195096021761
123,masked_nmf,0.4,0.9566848790808656,0.6095238095238095,0.4102658499297155,0.7488207226053283,28.18117063038814
123,mice,0.4,1.027386989981103,0.7714285714285714,0.5328193538487656,0.6211721698304987,0.45720188668347256
123,iterativesvd,0.4,1.114381628475981,0.7238095238095237,0.4775169275169275,0.7716054947730882,0.8141855575199702
123,missforest,0.4,0.9098232347486834,0.7619047619047619,0.5976139176727412,0.5059548010942476,0.653027927351414
123,pica,0.4,1.4212199962921082,0.6571428571428571,0.3730544031132267,0.7112005819444437,0.24716366575898788
456,mean,0.4,1.0105524317640926,0.7333333333333332,0.46105428163168105,0.6583199145731092,0.615203763351976
456,median,0.4,1.053193601798571,0.7333333333333333,0.5072227184580126,0.65747621512056,0.5567244810006857
456,knn_k10,0.4,0.9969140909206737,0.7333333333333333,0.4467956672956673,0.6073856488601107,0.6516687537702788
456,softimpute,0.4,1.0759087845936746,0.7333333333333333,0.46571476012807284,0.6699293553205853,1.0563549838888562
456,masked_nmf,0.4,1.0796619264762066,0.6095238095238095,0.34534493284493284,0.8804992354444404,10.973162154553767
456,mice,0.4,1.0712312374742001,0.780952380952381,0.531025234025234,0.5817875578225903,1.0222550235436223
456,iterativesvd,0.4,1.1851628442800397,0.7619047619047619,0.4672931795300216,0.7783909994459837,0.9180436823218873
456,missforest,0.4,1.015288215876766,0.8,0.5562122746534511,0.5776493660839176,0.987143447464843
456,pica,0.4,1.1816122184984306,0.7238095238095238,0.4573868778280543,0.6810662580039764,0.6053333993774952
789,mean,0.4,1.016171744345341,0.7619047619047618,0.5358844913256677,0.644112381471951,0.617075469661838
789,median,0.4,1.0575460848519762,0.7523809523809524,0.4663797868797869,0.6467532662356595,0.5542202674538906
789,knn_k10,0.4,1.0143821711567333,0.7714285714285715,0.5548315573315572,0.5935799731118236,0.6226252659428139
789,softimpute,0.4,1.1752114555031117,0.7333333333333333,0.5118399247811013,0.6699004166095693,0.9294195765188186
789,masked_nmf,0.4,1.028287149878686,0.6666666666666667,0.4086589549572743,0.7435208784168147,21.04946410111
789,mice,0.4,1.0495107370132835,0.7714285714285715,0.5725186262539204,0.595449903580527,0.855320303655693
789,iterativesvd,0.4,1.1287827330732616,0.7619047619047619,0.5528883219177337,0.7815215233560961,0.9814345670375818
789,missforest,0.4,1.0085268890391519,0.7904761904761904,0.5950768512533219,0.6665149372513229,1.1347843217240798
789,pica,0.4,1.150042036826479,0.7238095238095238,0.5046665589312649,0.7731389627624935,0.5482470786110555
1024,mean,0.4,1.0143266972608829,0.7333333333333333,0.5225647130647131,0.6336552573610763,0.5463140216183882
1024,median,0.4,1.0807226435411588,0.7333333333333333,0.5341167612344082,0.6406545785456619,0.4934475509594409
1024,knn_k10,0.4,1.0125459561201644,0.7523809523809524,0.523132042560614,0.580949550319834,0.41282939265121515
1024,softimpute,0.4,1.255164770358829,0.7142857142857143,0.4769496647143706,0.700316113316283,0.8476058793269036
1024,masked_nmf,0.4,1.1287295563404074,0.43809523809523804,0.23719855308090604,0.8777141162024684,3.01223284271306
1024,mice,0.4,1.074806095501529,0.7714285714285714,0.5479333444333444,0.602863358271926,0.6027749076910736
1024,iterativesvd,0.4,1.330605830816622,0.6952380952380952,0.441583255524432,0.7771204840044835,0.6581407336166333
1024,missforest,0.4,1.0286471461720732,0.8,0.5761554980966745,0.5922061432800387,0.7108076359385995
1024,pica,0.4,1.2773528392408813,0.6857142857142857,0.44709461562402736,0.5113040137715812,0.3392746142269868
1337,mean,0.4,1.007239628624081,0.7619047619047619,0.5269092944092945,0.5962592011409061,0.5440895351112376
1337,median,0.4,1.0446763346696537,0.7333333333333333,0.4912560032560032,0.601914307680701,0.4895471462787139
1337,knn_k10,0.4,0.9987310672412875,0.7428571428571429,0.5269669800443794,0.5398355124980034,0.4351883632358889
1337,softimpute,0.4,1.0765203371115424,0.8380952380952381,0.6187891818077575,0.6359816716813224,0.7863001389103331
1337,masked_nmf,0.4,1.0627874703147164,0.5714285714285714,0.3646531344063409,0.8931417708321696,4.817252400576428
1337,mice,0.4,0.9940016204845253,0.7904761904761904,0.5600910200910201,0.5998333111160393,0.5782389104220581
1337,iterativesvd,0.4,1.1693953867453757,0.8,0.5871850858692964,0.7626317702650109,0.6332613330243632
1337,missforest,0.4,0.948692676930667,0.819047619047619,0.6217948554713261,0.5458011021966377,0.7138087376051543
1337,pica,0.4,1.0763416760898215,0.7142857142857143,0.48053336206277375,0.5360236613598359,0.33473793269039404
2024,mean,0.4,1.0112026090153705,0.7523809523809524,0.5344745095519089,0.7145878532892525,0.8621047172863704
